,Unnamed: 0,original,duplicate
30,30,232080,"{28409: 0.9844448676319054, 82637: 0.9825079501912337, 49949: 0.9823946938456767, 64519: 0.9823393790403004, 20805: 0.9822936498213413, 2126: 0.9822167812366407, 25764: 0.9821328019949846, 62021: 0.9821215994340382, 64534: 0.9820691582416798, '231352': 0.9819594865354864}"
31,31,232103,"{4369: 0.9558449426345474, 47534: 0.9554485997632989, 1395: 0.9552085552829522, '231951': 0.954273693004453, 5317: 0.9540027500626372, 83996: 0.9539916124772291, 31537: 0.9534154231772927, 3850: 0.9534126739842356, 2547: 0.9529196415869251, 88: 0.9523753971313642}"
32,32,232181,"{6041: 0.9609305414344848, 19516: 0.958775448659099, '199973': 0.9562352053547453, 29394: 0.955220833380741, 52807: 0.9541967378127958, 73394: 0.9539327372834099, 49259: 0.9534863629473299, 41508: 0.9529810955652881, 3466: 0.9529785208745594, 19880: 0.9529599012238007}"
33,33,232183,"{5: 0.9634890763233128, 561: 0.9634039993839852, 83996: 0.9605567347284096, 36: 0.9598541116950403, '232103': 0.9591735390320708, 1978: 0.9587889753290854, 5084: 0.9587228792185757, 1292: 0.9576974804513192, 1592: 0.9575239001532059, 1537: 0.956253565477214}"
34,34,232199,"{561: 0.9546141926732113, 2215: 0.9541661445939513, 1978: 0.9534067769324573, 1575: 0.9513016224487586, 1545: 0.9493266245561666, 1602: 0.9492844972764244, 233: 0.9483691565967063, 86: 0.9476403697012419, 5084: 0.9473946402407495, '231951': 0.9471602228941286}"
35,35,232322,"{'230037': 0.947920159129363, 6213: 0.9404184512848508, 100: 0.9396201105037415, 157: 0.9389219771219259, 61921: 0.9378647751845579, 1970: 0.9374636245176702, 8746: 0.9373250009948537, 84: 0.9371257664442669, 218: 0.936268566993247, 267: 0.9359377916561228}"
36,36,232327,"{33381: 0.9493520255552051, 208: 0.9469853687593819, 43965: 0.9462453166384892, 54410: 0.9461537601479617, 45471: 0.9456059905097604, 25970: 0.9453331573587055, 12066: 0.9449349552312382, '232199': 0.9446007031924458, 5082: 0.9444440240784198, 18778: 0.9443517161411171}"
37,37,232426,"{705: 0.9643236399823399, 47275: 0.9631701649098093, 23607: 0.9624141160706182, '185509': 0.9620963165536236, 54655: 0.9620700911667989, 11546: 0.9620176012790292, 52332: 0.9618879763353301, 30109: 0.9616650107150917, 24652: 0.9616317782357413, 54006: 0.9614682442327409}"
38,38,232448,"{1978: 0.9635662735001973, 1545: 0.9548347788006888, 154: 0.9540634474195563, 2215: 0.954037232984776, 40961: 0.9538995156662304, 22392: 0.953595405106831, 200: 0.9534948280668253, '232199': 0.9534424555663368, 5: 0.9532388829146846, 7: 0.9531545662719714}"
39,39,232497,"{41508: 0.9565330228054529, 1602: 0.9561322770981086, 267: 0.954921123517201, 208: 0.9542687426795211, 1292: 0.953696698108746, '16552': 0.953554152621624, 73394: 0.953539564516496, 1978: 0.9532386669233123, 561: 0.9530163631631138, 13985: 0.9524704616338167}"
40,40,232590,"{88: 0.9694839964933076, 1292: 0.967837578319742, '232183': 0.9656540679567014, 154: 0.9656448549362884, 487: 0.9653569645349632, 1368: 0.9646063732370362, 1978: 0.9641909217471274, 5257: 0.9638344308375597, 218: 0.9618251487705944, 13985: 0.9616453736264913}"
41,41,232834,"{1602: 0.945013835603433, 39108: 0.9393891370718711, 83996: 0.9380761937216662, 67965: 0.9366685591794732, 83069: 0.9364032155481721, 11450: 0.9358898029940724, 38470: 0.935636154121688, 3850: 0.9352004330828059, '232199': 0.9349606361152162, 2215: 0.9345775762277798}"
42,42,232847,"{'232822': 0.9551394604333308, 4456: 0.9550129128819752, 18827: 0.9549911045577726, 22458: 0.9542825481413864, 23038: 0.953550960269669, 23630: 0.9534276110445842, 57206: 0.9533604161168425, 4122: 0.953298714609807, 8217: 0.9531484230177072, 45795: 0.9531463428799342}"
43,43,232854,"{83996: 0.9581408958185995, 1602: 0.9562267321915968, 73394: 0.9555220193167466, 3850: 0.9552452275786161, '232183': 0.9548611949300662, 27778: 0.9542707868616609, 41508: 0.9535226765548296, 13985: 0.9530956506618193, 64859: 0.9529768695905851, 116: 0.9524792365608064}"
44,44,232858,"{1602: 0.9607424291761096, '232707': 0.9539317899156298, 23607: 0.9529963097816668, 1378: 0.9521133677147003, 58062: 0.9518957829627408, 56395: 0.9518360250349159, 76050: 0.9514067154376695, 74613: 0.9513171887225692, 39108: 0.9497150174651573, 16735: 0.9494851006738864}"
45,45,232991,"{12752: 0.9380666430928662, 29262: 0.9365981749575321, 53266: 0.9338071121189406, 30406: 0.9333570089304624, 113: 0.9324397236612536, 2305: 0.9309375719604835, '232822': 0.9302791526130283, 48286: 0.9300592042207955, 18778: 0.929621820068922, 84816: 0.9292643070150897}"
46,46,233040,"{19675: 0.9756360246823322, 42749: 0.975201911250852, 25490: 0.9738370483612858, 5490: 0.9731904274819722, 8731: 0.9730373252371264, 27568: 0.9729906617849892, 4939: 0.972831783713292, '213321': 0.9723526232624035, 32952: 0.9722474722621208, 31105: 0.9722033886442568}"
47,47,233073,"{'232746': 0.9895307674497182, 42163: 0.9889794483453671, 12693: 0.988840691058977, 39837: 0.9886219465032491, 53913: 0.9878699148300402, 9329: 0.9877453347116593, 31097: 0.9876355663148031, 13097: 0.9876124032627261, 44611: 0.98759020518301, 83024: 0.9875859423704837}"
48,48,233297,"{'232666': 0.9383549156794496, 14732: 0.9372472005195265, 4939: 0.9362327880049555, 48455: 0.9350857833320302, 12752: 0.9336730901697478, 48286: 0.9331445265806922, 30112: 0.9330505327194029, 18778: 0.9329063271635559, 19047: 0.9327311360384818, 11828: 0.9323876318009293}"
49,49,233311,"{14535: 0.9691657057450366, 20065: 0.9688518376970361, 18327: 0.9682373178956731, 44195: 0.9681203369041551, 57166: 0.967814881681461, 10560: 0.9675935832948735, '233301': 0.9670442218149811, 59711: 0.966885016117722, 70361: 0.966707758335312, 12837: 0.9664679424912077}"
50,50,233345,"{27375: 0.9730221305509702, 5320: 0.9715009789329396, 24296: 0.9711161067931956, 84326: 0.9690313980367948, 40975: 0.9687956602913684, 48634: 0.9685176073341084, 41595: 0.968343435282653, 5197: 0.9680266246516472, 53364: 0.9679974491285606, '232823': 0.9675614635376464}"
51,51,233353,"{74447: 0.974026172318223, 30950: 0.9735458817739822, 64859: 0.9727552425523527, 45775: 0.9724786095035904, 72780: 0.9723534982273742, 254: 0.9723101475754237, 73835: 0.9722424864128872, 32995: 0.971330084387036, '233073': 0.9710999034260457, 218: 0.9710761102500599}"
52,52,233443,"{'232832': 0.966983432022584, 13985: 0.9659647071751487, 27778: 0.9652871819158904, 80951: 0.9646869361275365, 17977: 0.9639058106242009, 23607: 0.9637591952341402, 39108: 0.9634102045043873, 54410: 0.9633590581052525, 1978: 0.9621811036682104, 73394: 0.9621384118280503}"
53,53,233444,"{20776: 0.9553605475580258, 3850: 0.9519274981574566, 5257: 0.9490840457394272, 43459: 0.947435982248185, '232840': 0.9459257593596277, 73394: 0.9458670717955439, 6218: 0.9453609553210593, 15786: 0.945075798015385, 116: 0.9448311985984506, 218: 0.9447440577177255}"
54,54,233447,"{24652: 0.9707780244511581, 36626: 0.97012383571852, 37905: 0.9699898832936965, 56895: 0.9690574870600278, 44203: 0.9687973393783591, 73886: 0.9685242062110759, 23607: 0.9684886985570276, 51688: 0.9682131025956856, '216051': 0.9681309222617411, 21190: 0.9681106248829809}"
55,55,233503,"{80526: 0.9691132262671566, 16301: 0.9689847010668207, 53880: 0.9684251967202648, '193335': 0.9683221055748626, 60674: 0.9680083643199074, 60672: 0.9677380385218621, 30950: 0.9676329773896241, 77444: 0.967501545649237, 38979: 0.9672304320373397, 22392: 0.9669628814278874}"
56,56,233534,"{23: 0.9449685647961847, 63990: 0.9438842371345665, 17764: 0.9434818201638517, 60159: 0.9425457449860791, '212086': 0.9409501001676212, 38: 0.9386794935108999, 21654: 0.9377510416650672, 14213: 0.937565185154577, 54092: 0.9370771665167343, 43107: 0.9369308063912709}"
57,57,233598,"{8051: 0.9755385652434596, 43237: 0.9738920906470001, 9324: 0.9732911281391572, '231500': 0.9726901881949703, 54655: 0.9726473682649326, 4927: 0.9726409056811375, 45617: 0.9726099006485123, 40366: 0.9725662400667207, 48957: 0.9722314385721971, 5359: 0.9721644013305122}"
58,58,233675,"{57699: 0.9893606139690614, 58795: 0.9890994911055244, 57517: 0.9890844319549361, '220852': 0.9888714966127257, 31325: 0.9886565509611258, 11896: 0.98857277801558, 27868: 0.9883353075800266, 50110: 0.9879392000040021, 3445: 0.9877782972574732, 83024: 0.987658394318414}"
59,59,233750,"{80528: 0.977350256403486, '233073': 0.9759913270273277, 31601: 0.9751111580267218, 4726: 0.9750119175841766, 80082: 0.9747982136100604, 45657: 0.9745584746902232, 74447: 0.9743494542686533, 51304: 0.9742863577542253, 10388: 0.9742239315360965, 66642: 0.9742064533828058}"
60,60,233759,"{64859: 0.972240811411301, 37077: 0.9718326116849796, 23607: 0.9714656533815005, 74447: 0.9706210899868796, 73394: 0.9704710217373417, 5084: 0.9703423928566677, '156808': 0.9702230057009325, 1839: 0.970184418857623, 13985: 0.970105753906277, 393: 0.969894528291247}"
61,61,233841,"{113: 0.9513633720735996, 28868: 0.9502075977324902, 62603: 0.9488361205838539, 82376: 0.9485256263099044, '227665': 0.9481977635603009, 1955: 0.9477959863805211, 84764: 0.9461058016594593, 48497: 0.9460472615586173, 69513: 0.9456793104109991, 33562: 0.9456408556312972}"
62,62,233951,"{15896: 0.9688404789011392, 74447: 0.9686012354741111, 50531: 0.9682124404413243, 7163: 0.9676553079140142, 79091: 0.967636022038732, 16571: 0.9675968869220062, 72780: 0.9673273067658025, '207222': 0.9672716126602583, 79264: 0.9672097904877107, 17659: 0.9671798714593798}"
63,63,234006,"{'233969': 0.9364967260699841, 53663: 0.9330240433310576, 47255: 0.9319263693157589, 21478: 0.9313075728902075, 113: 0.9307158396430062, 81324: 0.9304342518160669, 57466: 0.93002449227633, 11450: 0.9299549552473649, 27943: 0.9295348054311859, 19453: 0.9291860118362723}"
64,64,234051,"{78767: 0.9744751832030347, 54655: 0.9737827290796914, '224278': 0.9737817207522673, 156: 0.9736466197481841, 9371: 0.9735579385688141, 24432: 0.9735287736382663, 1088: 0.9733276701568953, 3089: 0.973303672059434, 23607: 0.9732775414010107, 52402: 0.9732293775842833}"
65,65,234218,"{'115647': 0.9749985970087818, 4902: 0.974002752027177, 71850: 0.9734196285114651, 53916: 0.973045858172971, 29837: 0.9729978377036245, 3303: 0.9729731262788716, 79310: 0.9729477210025711, 6321: 0.9728672544931136, 56527: 0.9726366140505164, 22361: 0.9725040797347104}"
66,66,234271,"{561: 0.9338749358011155, 2053: 0.9326066730837692, 1550: 0.9326039703203186, 113: 0.9323118354633402, 6041: 0.9319011758652036, 2057: 0.9288555956082662, 23: 0.9283108280774567, '234270': 0.9279193114929529, 208: 0.9278194928974931, 92: 0.9269202579660819}"
67,67,234272,"{70876: 0.9440349837053721, 37905: 0.943187682736792, '234270': 0.9386759806717482, 8068: 0.9384958696071173, 113: 0.9384653449322008, 31513: 0.9383779587199499, 2547: 0.9383503196714075, 16893: 0.9377308912235633, 47255: 0.9370877598608753, 34734: 0.936989127162378}"
68,68,234284,"{'88851': 0.9671129510785712, 9371: 0.9652158950639567, 5061: 0.9634144962977453, 23934: 0.9632508669784313, 52807: 0.9632384212818745, 37145: 0.9628770616196791, 24652: 0.9624246210921819, 52606: 0.9623164885175814, 84883: 0.9621088841509065, 50531: 0.9617864441908415}"
69,69,234290,"{13699: 0.9690564567515727, 12863: 0.968910963703365, 4882: 0.9681340741301058, 71082: 0.9675916732687978, 32524: 0.9663102517454436, 36497: 0.9660774672950951, '224594': 0.9660594941739399, 6321: 0.9660360538887519, 26068: 0.9658717854985783, 14101: 0.9657872127645787}"
70,70,234349,"{1416: 0.9717094020798009, 6218: 0.9714119900691597, 79091: 0.9678180613369699, 73394: 0.9674859218115206, 5197: 0.9667850970318819, 74447: 0.9667431366885434, 72780: 0.9664949435850309, 84326: 0.9661315601761601, 13985: 0.9659955065848649, '233345': 0.9658460541565099}"
71,71,234436,"{5: 0.9299929948648319, 3850: 0.9255808915592885, '202819': 0.9239355489852166, 71: 0.9230232454072721, 2215: 0.9223130793004959, 2240: 0.9216781256471305, 600: 0.9214332904804201, 2305: 0.9213362117986867, 23607: 0.9212495371104408, 50885: 0.9212313715870245}"
72,72,234443,"{5084: 0.9722383571156369, 13985: 0.9701015348215373, 20805: 0.9697802467064891, 74447: 0.969030964551603, 27778: 0.968960663496517, 5257: 0.9687840304769233, '232533': 0.9687429421404523, 79091: 0.9685312622677595, 64859: 0.9684453494859262, 30950: 0.9683445842203064}"
73,73,234482,"{'53344': 0.9719233096838925, 13985: 0.9715843931412368, 37077: 0.9707202430759756, 80526: 0.968584430014812, 1839: 0.96856910514334, 80528: 0.9680847872352697, 206: 0.9675105589561139, 74447: 0.9674816243832689, 28187: 0.966963140835838, 80529: 0.9669580239032125}"
74,74,234613,"{1545: 0.9433524407481957, 12192: 0.9429284410760728, 201: 0.9414932057152405, 26643: 0.9411806351263095, '225519': 0.9403027576737445, 22098: 0.9400445061759974, 29394: 0.9397476512346692, 48630: 0.9392286042428746, 23430: 0.9390200728870189, 7285: 0.9389926853130253}"
75,75,234649,"{5: 0.9668985326883341, 128: 0.9601526284610011, 934: 0.9600445037551074, 1592: 0.9586783967656012, 5084: 0.9583662287982566, 124: 0.9579709501450504, 205: 0.957054496363824, 220: 0.9550611742399389, '215402': 0.9547203585562651, 4482: 0.9545974689935673}"
76,76,234728,"{1696: 0.9595634517825481, 13404: 0.9587569837821914, 44211: 0.9586824975624464, 82602: 0.9583230780513378, 254: 0.9582416928646389, '49996': 0.95771778225357, 36626: 0.9573905515136939, 78094: 0.9573815174918117, 45775: 0.9573452564706073, 26434: 0.9567616282414204}"
77,77,234744,"{600: 0.9473717394625525, 140: 0.9466650600072737, 1765: 0.9455674286589207, 50503: 0.9436126120123172, 1956: 0.9415115510447325, 351: 0.9414490638608178, 238: 0.9404023116168247, '198591': 0.9400431134168676, 18327: 0.9398614718263595, 26643: 0.9386442298204072}"
78,78,234773,"{146: 0.9062300272375605, 2228: 0.8981516742982583, 5: 0.896845690219886, 170: 0.8963706004421215, 265: 0.8939206919915055, '209243': 0.8929426067071589, 185: 0.8928908373956197, 7435: 0.8906936150608085, 80338: 0.8888803834432423, 2053: 0.8885108805617149}"
79,79,234806,"{82164: 0.9861811411665836, 68372: 0.9857531519612245, 55854: 0.9855572687072879, 62084: 0.9855138646784593, '120631': 0.9854170393242889, 4159: 0.9854146938226759, 15640: 0.9853357653668822, 33536: 0.9853116146134673, 5194: 0.9852523898793757, 8181: 0.9851995587907331}"
80,80,234968,"{69094: 0.9738665202855201, 5709: 0.9732217537325804, 36626: 0.9728810773947064, 47508: 0.9726424800432518, 65277: 0.9724761918778546, '229474': 0.9723035376513395, 5463: 0.9720594674471043, 46603: 0.9717863082185829, 6212: 0.9716746793229666, 3850: 0.9716219827889261}"
81,81,234998,"{'145997': 0.9881219981259689, 3991: 0.98700818307253, 32853: 0.9861525273327478, 6129: 0.985885173168518, 51827: 0.9856510517364471, 2126: 0.9851395128160685, 44434: 0.9851049366665828, 23607: 0.9851037028611674, 27778: 0.9850638770129796, 72936: 0.984929855552028}"
82,82,235016,"{21830: 0.9889219399977326, 4827: 0.9874613839922357, 68372: 0.9872656069409338, '233051': 0.9860255415869978, 67112: 0.9860044912705804, 53364: 0.9858614730734399, 70517: 0.9858552982472171, 74504: 0.985847892015638, 12251: 0.9857356351496734, 27405: 0.985591292025573}"
83,83,235166,"{208: 0.9204587396108914, 41179: 0.9197302169833304, 71: 0.919166968264585, '235157': 0.9190941957762682, 445: 0.9188650393217225, 206: 0.918279589277383, 54844: 0.9178479914173261, 238: 0.9172080664860349, 84: 0.9165750493017386, 30895: 0.9157626643583185}"
84,84,235219,"{24306: 0.9803142229224293, 4161: 0.9796850591413973, 70215: 0.97943999940505, 54015: 0.9793335572860785, 5084: 0.9791048895610521, 55854: 0.9784708392033382, 11896: 0.9783662914277839, 29307: 0.9779845666498718, '197826': 0.9779233722023016, 57302: 0.9774518314456431}"
85,85,235234,"{26394: 0.9530937148513847, 43459: 0.9497698708681899, 35090: 0.9485099020288559, 54844: 0.9483961467336194, 3850: 0.947792964192161, 83996: 0.9474467975383231, '227558': 0.94720999739969, 1395: 0.9470525536027714, 75315: 0.9469607266527467, 4939: 0.9466631457249401}"
86,86,235278,"{59745: 0.974388779633765, 35419: 0.9722245318885664, 67371: 0.9721991753344474, 60792: 0.9721820173104184, 25499: 0.971917597455345, 55179: 0.9709333667885223, 26810: 0.9708681524434903, 6312: 0.9707411237899766, '232578': 0.9703947911136828, 69854: 0.9703926145119394}"
87,87,235348,"{43721: 0.9856789230901652, 644: 0.9852263821483443, 10985: 0.9852158838992017, 9329: 0.9847469512032541, 9366: 0.984593329236363, 37639: 0.9845873066280809, 59280: 0.9845581180408671, 32400: 0.98445557632827, 20150: 0.9844004479142194, '234262': 0.984390494543611}"
88,88,235373,"{81746: 0.9727231533395416, 4882: 0.9714841897309181, 53995: 0.9714618654331553, 2607: 0.9713244567248187, 18006: 0.9708503968224201, '235018': 0.970692540009126, 5006: 0.9705685440868574, 15739: 0.9704430966759442, 74916: 0.9704362867999435, 12377: 0.9703560078835793}"
89,89,235541,"{54655: 0.9751112192896955, 24432: 0.9748357079702947, 5194: 0.9737275968465212, 6467: 0.973076607609254, 24382: 0.9730584145618137, '235020': 0.9722760212116007, 61586: 0.9721562784518295, 45217: 0.9719211329004414, 3641: 0.9717987652967928, 24433: 0.9714819069904396}"
90,90,235759,"{'214092': 0.9724926197584228, 11504: 0.9711007906764789, 3243: 0.9693119190492719, 20702: 0.9687236394865277, 53352: 0.9684196001099564, 56403: 0.9682925461952049, 3270: 0.9682828248295042, 22082: 0.9681713969252982, 42598: 0.9681498303569053, 51349: 0.967793455440078}"
91,91,235763,"{238: 0.9599191251953704, 9589: 0.9546336709316077, 61586: 0.9528418741575124, '231776': 0.9518071061292706, 36703: 0.9517477248498357, 5765: 0.9508668229039949, 32078: 0.9506468006486057, 60543: 0.9501649284736047, 21883: 0.9501084146700954, 69397: 0.9496121961446912}"
92,92,235833,"{265: 0.8979657752347704, '222757': 0.8910872572722736, 1602: 0.8897019567380547, 105: 0.8896082225518174, 233: 0.8890132066874004, 117: 0.8887310009857219, 1956: 0.8880538457211493, 2053: 0.8876658443620953, 1537: 0.8874768405001516, 1554: 0.8870990078686244}"
93,93,235970,"{11450: 0.9603341467814221, 16735: 0.9596139873325567, 284: 0.9589336324844563, 10169: 0.9584110047568736, 212: 0.9575617871180115, 238: 0.956885979173429, '23213': 0.956068135349032, 38470: 0.955288426022155, 74613: 0.9548096247459884, 6041: 0.9546143882946906}"
