,Unnamed: 0,original,duplicate
36,36,232327,"{232327: 240.66456071319078, '231951': 120.78180700362998, 234265: 111.72935735033714, 232590: 104.47493581071649, 233709: 102.69684170034377}"
37,37,232426,"{'185509': 220.54504322641515, 187318: 63.861402096801946, 184433: 50.95899156816018, 296456: 49.57364789656857, 105554: 44.62973716060082}"
38,38,232448,"{232448: 215.91841104606067, 232590: 120.82065133635894, '232199': 115.93622402004836, 232533: 102.5243620142962, 232840: 99.19960100808578}"
39,39,232497,"{'217341': 227.98827591250352, 234742: 114.08610782399018, 232854: 103.2111565460738, 232702: 101.94063091015492, 231689: 100.64561148588936}"
40,40,232590,"{232590: 193.07558181079665, 232448: 113.94504216149463, '232183': 113.46511106534854, 232327: 93.22435064357467, 232699: 90.66031076188744}"
41,41,232834,"{'232103': 245.29044881072969, 232858: 158.49030140170694, 232103: 152.00386057870713, 234265: 128.8280811118889, 232590: 115.74403042220274}"
42,42,232847,"{232847: 242.36855432525707, '232822': 70.1343068480394, 260049: 69.80412867122574, 260279: 66.70042501912422, 232822: 63.549003670854795}"
43,43,232854,"{232854: 208.715670106899, 232707: 105.33426264315501, 231951: 103.5805639201255, 233709: 102.39555029713395, '232199': 101.17004601719785}"
44,44,232858,"{232858: 220.76864545222287, 234265: 158.85685847263431, 232834: 134.79024925764264, '232707': 134.01387938159485, 232617: 122.57236635471264}"
45,45,232991,"{232991: 319.3568389641754, 235975: 263.9064565813354, 232822: 217.6617797321191, '232847': 186.4380397882851, 227565: 152.97632154676256}"
46,46,233040,"{233040: 169.37910256601205, '213321': 30.228136757121252, 140691: 29.46209120912483, 92135: 25.549756610515555, 6357: 24.97933494712038}"
47,47,233073,"{233073: 59.606314585803936, '232746': 34.6581575174447, 397533: 28.57309139099298, 87839: 24.63637475263232, 87944: 24.37607140397932}"
48,48,233297,"{233297: 262.84607263663884, 232666: 159.25148869721812, '232666': 155.74799769576015, 302519: 137.60613283640367, 238527: 131.4068250899339}"
49,49,233311,"{233311: 87.12415828615804, 233301: 25.547109324318733, 75947: 25.299213944644862, 21015: 21.755761115669547, '233301': 20.634650539830496}"
50,50,233345,"{233345: 120.05859867035083, '232823': 41.4953007347756, 225696: 38.221961845982854, 281451: 35.04590728443036, 225053: 34.451315931514785}"
51,51,233353,"{'232746': 125.63831421995681, 233750: 67.99293110418952, 232746: 67.51403391030499, 18874: 34.9519222719088, 235278: 34.77749647668082}"
52,52,233443,"{233443: 169.82315778750896, 234443: 104.93925469937383, 232702: 79.73280061101151, 232704: 79.65976548622997, '232832': 77.93520694867682}"
53,53,233444,"{233444: 223.07770942627891, 231951: 121.58843097985844, '232840': 118.64019391841433, 232704: 109.11871931447915, 232497: 106.64288601571211}"
54,54,233447,"{233447: 125.59788742811821, 258526: 42.68001650882732, 221044: 40.87016379665756, 273238: 39.36577629577576, '195844': 38.46332593411612}"
55,55,233503,"{233503: 147.55957128550034, '173988': 48.308819349578116, 63847: 42.82499576645193, 193335: 39.81187675146211, 154546: 37.929985310105636}"
56,56,233534,"{233534: 251.70865024070696, 202005: 53.231423633490714, 253673: 42.75575835985485, '212086': 40.90770642848374, 212086: 40.799759483135404}"
57,57,233598,"{233598: 142.87048823019722, 234433: 38.1587604011054, '231500': 34.0546412552397, 52070: 33.507591338721156, 64587: 33.06776414874163}"
58,58,233675,"{233675: 61.12065201341855, 50256: 24.956372889392007, '220852': 23.1745287791688, 5056: 21.4262132933953, 4910: 20.66466628910343}"
59,59,233750,"{233750: 115.83602122020172, 232746: 70.8852510147229, 233353: 64.56906649753378, 65681: 40.049771415727335, '232746': 37.322242261583185}"
60,60,233759,"{'160870': 113.06647576209177, 260712: 43.38152491963082, 203718: 40.78832115760132, 198229: 38.62571840711663, 97682: 33.39660752335983}"
61,61,233841,"{233841: 220.5934092239551, 213194: 68.1740420204406, 133304: 62.30777963158249, '213194': 56.16013322649283, 282945: 55.949919567688525}"
62,62,233951,"{233951: 130.68661080852024, '202666': 37.03957505963381, 237613: 36.41544373640516, 231461: 35.00827217623186, 262689: 34.98841762348897}"
63,63,234006,"{234006: 255.56957113437545, 233969: 201.2734039835835, 195637: 123.80394568888173, '233969': 116.27543024946814, 194458: 113.14935458094892}"
64,64,234051,"{234051: 107.1981574721852, 130712: 27.174662658376896, '224278': 25.000680628761245, 169012: 23.441697509059086, 131551: 23.360750601091333}"
65,65,234218,"{234218: 111.48997060826547, 210210: 38.1590769563486, 169664: 37.846104710304886, '115647': 34.15689749395672, 235854: 33.31148768724913}"
66,66,234271,"{234271: 313.90552527912126, 234270: 163.54155139454755, 229748: 154.3580562930606, '234270': 151.10360820704298, 231795: 132.26008587572863}"
67,67,234272,"{234272: 297.681945885245, 235613: 159.9166238975973, '234271': 157.95167454197005, 227565: 157.94454122497163, 234437: 157.78494955986136}"
68,68,234284,"{234284: 152.3608641711133, '67500': 38.358861638109396, 24842: 38.24686419714548, 85832: 37.684105570100186, 178203: 36.910328827871105}"
69,69,234290,"{234290: 198.03414235678426, 214138: 79.86398187998668, '222247': 76.03060462409671, 205440: 64.09603877871756, 241831: 62.129511816403785}"
70,70,234349,"{234349: 145.1503334886847, 123214: 38.17833139301392, 226177: 35.33375356842061, 32728: 35.1921441345623, '233345': 35.18881705432789}"
71,71,234436,"{234436: 413.0283067623496, 234272: 206.63157663837555, 264194: 197.11922558222582, 304685: 193.08473641217745, '202819': 186.60448684242468}"
72,72,234443,"{234443: 167.74713363292565, 232533: 107.9349496173643, '232533': 103.75261727319878, 232448: 80.57442520863135, 234742: 75.23478572784896}"
73,73,234482,"{234482: 130.6054382692294, 53344: 43.6998417561513, 321983: 33.719692183623785, 237163: 32.808728839558825, '53344': 31.968786988657925}"
74,74,234613,"{234613: 321.54481768957805, 231794: 225.2206153919066, '196036': 145.7345798459114, 203461: 129.25160181725704, 258316: 122.42220757693798}"
75,75,234649,"{234649: 230.5748831512734, 120510: 88.77199283933285, 182641: 83.23683323803965, 141687: 74.9135399618076, '215402': 73.55412307319084}"
76,76,234728,"{234728: 169.57837700687074, 31107: 38.12222829648402, 162910: 36.27574328426027, 154052: 34.317190881105454, '49996': 33.66531169190428}"
77,77,234744,"{234744: 239.00918819617206, 191609: 48.9635867186406, 111477: 47.40959010039203, '198591': 47.20289331114744, 10281: 46.01045783677678}"
78,78,234773,"{234773: 437.16770770659406, 231267: 395.21038738011237, 214364: 238.6487282919848, '209243': 220.96454066049228, 326201: 202.30187034294377}"
79,79,234806,"{234806: 64.05230598178335, 13318: 31.42953800280602, 120631: 26.134529798262783, 163112: 24.925203649501658, '120631': 23.40203211797603}"
80,80,234968,"{234968: 114.51428567349613, '229474': 36.200545386792136, 231877: 29.81332437929446, 231449: 29.3954903096532, 232625: 28.496719718501577}"
81,81,234998,"{'145997': 80.2951358755775, 84741: 21.448270599213792, 80805: 20.247095101140708, 110139: 20.119286330878634, 194443: 19.36228463533714}"
82,82,235016,"{235016: 61.29223724728234, 43506: 22.547724418888784, 392106: 21.81408117112211, '233051': 21.39911110889065, 178894: 21.241838914350055}"
83,83,235166,"{235166: 254.19924506231237, '235157': 224.6606106561917, 182103: 63.04590865235207, 19770: 62.157992665103905, 226177: 61.921860189157826}"
84,84,235219,"{235219: 101.56380640687432, 15548: 29.929540180909598, 252430: 29.82618678739398, 86587: 28.326543077890538, '197826': 27.68995266240208}"
85,85,235234,"{235234: 210.34046067788063, '227558': 112.00660098298019, 234742: 110.44480654716554, 232858: 104.64164070122176, 232617: 103.97303930442966}"
86,86,235278,"{235278: 143.46712631178968, 233353: 36.52875851761475, 281669: 35.567143411247116, '232578': 35.567143411247116, 281671: 35.567143411247116}"
87,87,235348,"{235348: 76.8882939784419, 118119: 26.232629284372855, 126995: 23.48516329496135, 47896: 19.555360557758235, '234262': 18.750690551727867}"
88,88,235373,"{235373: 143.51463603950626, 128509: 44.58265898240707, 138651: 42.29925522207487, 75945: 38.65010229872667, '235018': 35.70554548922147}"
89,89,235541,"{'235020': 164.8350409932781, 235020: 42.016965371568794, 377124: 40.76902027730938, 250061: 38.361255580579815, 171358: 35.05637214038981}"
90,90,235759,"{235759: 180.8032235254554, 235020: 38.22939259366338, 244223: 36.36028149157263, '229882': 34.09143642715915, 223280: 32.25582960614593}"
91,91,235763,"{235763: 206.8723354766382, 243706: 116.4368585383567, '231776': 105.86266769498354, 191413: 105.79884348217675, 332170: 97.18157622682585}"
92,92,235833,"{235833: 781.2023341902918, 214092: 163.53017553429126, 301724: 149.61225817370882, '227067': 139.36852276110545, 239039: 134.16379511189695}"
93,93,235970,"{'180306': 191.47211629335882, 262327: 49.41252844253279, 30956: 36.82138890270833, 81735: 36.815065172438175, 282019: 36.52914026413699}"
94,94,236061,"{'173679': 103.94666588265778, 47184: 29.165062971361113, 22926: 27.99124147066684, 265776: 27.860094815704297, 258203: 27.520995748638118}"
95,95,236078,"{'235661': 181.30113503176077, 115371: 54.08178296652963, 243012: 47.987137080971635, 282161: 47.556831449313265, 213441: 46.03640508902455}"
96,96,236292,"{236292: 59.8129229589466, '236200': 32.374356429063425, 231408: 27.662801225722365, 126814: 21.075079683776842, 236289: 20.907376858893986}"
97,97,236302,"{236302: 61.11043753977227, 65987: 25.566098884110566, 62821: 22.041319129618785, 346747: 20.884179552653883, '236093': 20.37589803883574}"
98,98,236324,"{236324: 271.7764069028953, '218412': 137.31766805331515, 309718: 133.6269713114486, 229359: 130.96502279010315, 154611: 129.97525710431978}"
99,99,236372,"{236372: 115.91643914818818, 26731: 29.219597525348387, 176993: 28.90287286148281, '235234': 28.657664667934192, 39507: 26.864936412978082}"
100,100,236405,"{236405: 350.2886759502977, 249217: 216.15616819275186, '182935': 208.42572562792418, 113248: 188.0500632753259, 241248: 182.34110970600418}"
101,101,236418,"{236418: 143.19776479893858, '232546': 32.18207539626256, 75589: 31.19584329714595, 219620: 30.092612747534947, 210095: 28.906755838692746}"
102,102,236440,"{236440: 124.15348837116974, 238231: 40.50793813691789, 264610: 36.67531919380327, '78244': 35.68812909692839, 73496: 35.24014873968265}"
103,103,236513,"{236513: 393.85821113927346, '236372': 32.25292317038216, 106071: 32.08553984611626, 70207: 29.127989138411447, 80415: 28.72084499111326}"
104,104,236761,"{236761: 126.75775617804169, '219718': 26.68975750607779, 28387: 24.187053878326317, 106185: 22.525366866734217, 253075: 22.525331034405838}"
105,105,236833,"{236833: 85.04793669911629, '131900': 28.496183280179523, 248068: 28.247103849299435, 250421: 28.231454195452233, 237783: 28.096774777523684}"
106,106,236970,"{236970: 94.39012649024095, 92105: 28.209654394995297, 119714: 27.64778956856561, '236513': 26.810612823007542, 157344: 26.702942751032865}"
107,107,237001,"{237001: 196.96241395409612, 162999: 70.2225261247299, 182285: 38.5883773708666, 317532: 36.04456533018938, '170025': 36.03584543906855}"
108,108,237056,"{'235307': 84.75814207531994, 65302: 21.072653229133227, 27164: 18.68331172469469, 65102: 18.60819358208143, 10520: 18.388780844182232}"
109,109,237077,"{237077: 236.40630040551176, 232840: 99.60349563624496, '232840': 87.4308360859724, 232590: 79.59887543987566, 232448: 77.79108219474426}"
110,110,237095,"{237095: 88.90490635967332, '8009': 22.021549881565477, 114434: 21.39910835069634, 69368: 20.62284186356356, 28853: 18.03650084198475}"
111,111,237160,"{237160: 119.9272692800539, 57180: 29.881796614882997, 72023: 29.787911973582, '33710': 28.878321301889066, 31827: 28.471964098423367}"
112,112,237296,"{237296: 264.5487080671895, '212591': 172.63515744541138, 191611: 149.12938127390385, 217297: 140.19291974485546, 203147: 134.2401853683381}"
113,113,237326,"{'234806': 131.9303375782075, 282321: 94.01612068635961, 224391: 46.20892545868852, 328502: 44.280832632204806, 329494: 42.810125593154694}"
114,114,237443,"{237443: 222.2848444982287, 236405: 54.04406214765092, 212436: 50.83675495422073, 187402: 47.645608633405345, '236405': 43.19830459779488}"
115,115,237463,"{237463: 207.80566283278588, 279421: 43.21274510606269, 135402: 42.918997005153365, 143935: 39.719104128911276, '119085': 38.552909107930525}"
116,116,237573,"{237573: 177.25465907766545, 208837: 36.493904059585056, 29427: 36.19964887766761, '231661': 35.2516795053186, 94598: 34.90900841884979}"
117,117,237598,"{237598: 219.96985431549084, 205406: 114.25108973138681, 243810: 112.65638937216815, '205406': 107.39930875782177, 228140: 106.78109864623977}"
118,118,237705,"{237705: 58.21910156380119, 13671: 23.813647420923324, '236922': 23.68812514000171, 345223: 19.257234488138508, 12094: 19.23504240042213}"
119,119,237783,"{237783: 109.32336283577504, 123624: 54.1160614613127, '222844': 46.07483368202097, 209929: 43.78475583817181, 172903: 41.849973680075635}"
120,120,237792,"{237792: 229.1581729148778, 232666: 157.1947208290762, 238527: 150.84254760006303, '232666': 135.3355465445931, 242211: 135.24454672257858}"
121,121,237830,"{237830: 163.10023700132808, '229245': 44.798678765953156, 68216: 44.310536526072624, 29076: 43.46040841977427, 16831: 41.124744455614035}"
122,122,237906,"{237906: 139.40838183707405, 216057: 41.49064468170996, 196723: 32.994029831547444, 136443: 31.06971362842826, '196723': 25.609507104976363}"
123,123,238033,"{238033: 200.363592670789, 328737: 32.09350298865759, 27614: 31.536099928053652, 414011: 30.581680854276662, '236724': 30.279280917702117}"
124,124,238080,"{238080: 269.08394868431765, 38545: 69.91060343958351, '230408': 68.21651886398828, 184817: 55.58486087540394, 84789: 54.0042966505506}"
125,125,238103,"{238103: 90.99033512746863, '153837': 27.837955332762185, 143314: 24.398757165433917, 85654: 23.736501504981007, 245041: 23.346437640956115}"
126,126,238117,"{238117: 215.12555404109236, 280835: 44.88531445483828, 335798: 43.76954845513855, 333541: 43.46121141646603, '172076': 43.31158702481957}"
127,127,238299,"{238299: 167.33177132229724, '209245': 61.19482526680882, 139593: 59.936520436345226, 254863: 58.33719746739801, 125621: 57.91804415475829}"
128,128,238318,"{'191060': 103.89824429000741, 238640: 49.04909175484556, 240222: 46.41051230445227, 195819: 45.43471207431955, 203683: 44.53939347592946}"
129,129,238327,"{238327: 113.33740078587145, 4788: 28.24601605370084, 316822: 27.973717798839044, '55380': 27.3142954400144, 275617: 26.104609478809767}"
130,130,238435,"{238435: 201.8119900783395, 243073: 54.95407659832392, '228401': 53.06266729315812, 243507: 51.92919957894896, 134421: 51.59313652295867}"
131,131,238438,"{238438: 86.75723623088817, '236524': 40.15244966235272, 241380: 33.10917568722685, 114627: 32.571394749650025, 393476: 32.5039156544235}"
132,132,238440,"{238440: 179.31913383196283, 101444: 44.91883153183334, 237348: 40.91658682123241, '237348': 39.9942157490459, 271049: 36.71327680649979}"
133,133,238452,"{'104701': 161.45390225516192, 239507: 44.778628431945975, 283726: 42.29387137340528, 294013: 41.47739918334381, 194988: 40.79134014387895}"
134,134,238491,"{238491: 232.8031955403514, 283440: 164.54993406721658, 235315: 163.73515956343095, '235315': 133.26580832566498, 102310: 128.75571288691276}"
135,135,238522,"{238522: 185.1373957484335, 242990: 40.35672410084173, 238557: 39.59560335444258, '222757': 36.653853114141604, 243381: 33.9881425876292}"
136,136,238527,"{238527: 250.7302066025031, 237792: 183.80591036576112, 232666: 165.9538872524282, '232666': 159.90625759685304, 253218: 152.29364798716273}"
137,137,238557,"{238557: 140.35191487027305, 247681: 53.6710894637326, '229882': 42.76208336227395, 255089: 37.93164777998684, 238642: 36.240837594401995}"
138,138,238612,"{238612: 290.29201558223974, 205001: 164.53144524179797, '238544': 158.98463826275776, 238544: 147.9033914581119, 141725: 140.893804487748}"
139,139,238642,"{238642: 170.81876957137467, '238522': 48.75698547044585, 244360: 47.60689333696923, 238557: 42.679140799371226, 247681: 42.51896884807692}"
140,140,238647,"{238647: 189.3624031612053, 169822: 35.19643856010546, 153432: 34.61428031807519, 208757: 31.4443623663758, '153432': 31.02407196203354}"
141,141,238661,"{238661: 143.00504241148477, 143028: 48.239948019269654, 191580: 45.78288828348728, 162919: 44.667823863359395, '191580': 43.41550635189467}"
142,142,238676,"{238676: 133.5962690280176, '227665': 44.41033102186853, 239399: 43.84654562612265, 244360: 41.63431349341126, 247298: 39.44978001063719}"
143,143,238700,"{238700: 156.4821986882711, 250061: 59.77722005112044, '213194': 55.05457334572869, 239469: 52.96615721523404, 243959: 49.68668113754735}"
144,144,238749,"{238749: 210.4887628617292, 243073: 62.05550588014387, 238435: 55.038302584291024, '213487': 53.13042220882479, 185668: 49.454544567356436}"
145,145,238873,"{238873: 656.2563855989168, 185411: 149.93577074545396, 104115: 141.15704392653566, '229882': 135.85368906780525, 160902: 135.29289126483903}"
146,146,238877,"{238877: 125.65135004784361, '233416': 40.42499126617297, 276614: 38.760908092715816, 302381: 38.133144477048454, 239491: 36.16767902585043}"
147,147,238928,"{238928: 129.7630656851788, 299013: 39.54716475062949, '238438': 37.99981108633861, 206446: 37.47133413663728, 238711: 35.90014359496068}"
148,148,239005,"{239005: 216.69623572144948, 197768: 63.75288858252698, 137188: 56.5278681558029, '74224': 47.58419021425033, 277368: 46.748632614828544}"
149,149,239039,"{239039: 174.97002465387973, 301724: 96.50841845849797, 343930: 94.82226711865897, 130155: 93.27855584059975, '227067': 92.81365072896509}"
150,150,239122,"{239122: 114.08722846664743, 235854: 24.816978338339588, '166378': 24.478436096727467, 22364: 24.336417424075208, 29994: 23.676163562173535}"
151,151,239126,"{239126: 154.87790117614819, 225334: 35.59875473282749, 54092: 33.59198610947692, 203974: 33.546077647752405, '225334': 33.40188965866559}"
152,152,239209,"{'238700': 154.8264549183358, 247298: 33.184287308904906, 199779: 30.908728526269556, 275414: 29.37974912148107, 5876: 29.054969804877604}"
153,153,239465,"{'99739': 106.97847325238175, 241456: 35.90374931934351, 268250: 31.769120241092, 239491: 29.321108122755817, 241068: 29.149480956747034}"
154,154,239484,"{239484: 227.2117238402089, '239482': 220.16522123585932, 414134: 48.88430960007078, 90458: 44.97496378945164, 317377: 42.74658877399488}"
155,155,239504,"{239504: 240.39381295704632, '211255': 101.39973785126907, 125216: 98.50294229112464, 136292: 98.30417485360066, 133060: 97.44080708354267}"
156,156,239537,"{239537: 104.70082287714165, 18374: 26.39410518521683, 72885: 25.859809393052537, 41860: 23.38928560099911, '239109': 23.309874619723097}"
157,157,239588,"{239588: 102.2377433659331, 36640: 26.366361314126912, 34551: 26.153755100713198, '210761': 26.10226498190982, 109377: 23.932324183676457}"
158,158,239681,"{239681: 205.94552931700446, 247298: 57.224132211906976, 238676: 44.742484488992936, '238700': 43.27650673674147, 235759: 41.715245012660006}"
159,159,239714,"{239714: 127.90290637778014, 239713: 40.70772635744909, 39189: 27.042052035776514, 136407: 25.699053036945337, '239713': 23.97866994232148}"
160,160,239732,"{239732: 291.1745455190963, 153497: 109.37584624400759, '196428': 100.95451761068729, 182428: 100.19040777374295, 196428: 99.12459185315164}"
161,161,239772,"{'239771': 80.40519209164542, 239772: 80.40519209164542, 239774: 80.40519209164542, 217848: 24.132329954247297, 23250: 22.283289705322577}"
162,162,239774,"{239771: 80.40519209164542, 239772: 80.40519209164542, 239774: 80.40519209164542, 217848: 24.132329954247297, '239772': 22.283289705322577}"
163,163,239785,"{239785: 138.0479625309429, '212805': 37.74389502265927, 298708: 34.691931073744215, 246403: 33.23635698698242, 238676: 31.95572137477269}"
164,164,239869,"{'236472': 100.1828228933379, 370346: 33.25274267097868, 68203: 26.065556790194712, 202461: 26.021498284455145, 376003: 25.235781960675084}"
165,165,240052,"{240052: 245.4550733525724, 134041: 134.1981501310825, 139519: 131.4323573141043, 282329: 130.98939921656967, '213194': 127.15045887972268}"
166,166,240109,"{'182017': 393.5959907964749, 220268: 206.63325410130292, 2698: 191.48854337794822, 2700: 183.12021844497767, 8677: 180.27804775860386}"
167,167,240222,"{'236775': 134.05606228559162, 238318: 51.90716506688133, 246403: 49.285851068851045, 209929: 45.3721155106439, 195076: 42.70682329706044}"
168,168,240232,"{240232: 27.4243456391088, 262519: 14.779495684880308, '80894': 14.730284526261348, 42358: 14.307891777903365, 42932: 13.842095630278118}"
169,169,240369,"{'196344': 349.47052703346617, 251281: 297.40913141711667, 201706: 258.09843608189345, 157364: 254.66686056629362, 297561: 216.0059322611763}"
170,170,240393,"{240393: 114.73151409744315, '240388': 102.74742407583406, 240388: 91.97772633499874, 240390: 81.13505241563969, 240396: 81.13505241563969}"
171,171,240395,"{240395: 114.73151409744315, 240393: 102.74742407583406, 240388: 91.97772633499874, 240390: 81.13505241563969, '240388': 81.13505241563969}"
172,172,240642,"{240642: 162.80816528768386, 227384: 49.73829511084891, 287495: 35.68001920046112, '236615': 35.44736811653084, 88876: 34.29432892685722}"
173,173,240736,"{'236524': 136.12403062064996, 248400: 38.79642223681105, 238711: 36.224931761224575, 241068: 35.51079752303013, 240108: 34.089102358454525}"
174,174,240817,"{240817: 160.80220603272727, 178426: 37.30463817228641, 244396: 36.59674976535092, '186220': 34.626086968287595, 242764: 34.22949902648271}"
175,175,240977,"{240977: 134.57516625618365, 153809: 42.71191714721395, 67161: 38.001698505434135, '88851': 36.75732262416323, 277411: 35.763750214115184}"
176,176,240981,"{240981: 125.77570103929382, 180622: 42.25370749172967, 257503: 36.784470523728494, 248573: 36.56313033102855, '240329': 36.15495878322636}"
177,177,241013,"{241013: 141.7472700287363, 238438: 54.7172207381804, '236524': 42.729657868963606, 310665: 40.96107170424321, 243012: 40.30135231307304}"
178,178,241086,"{241086: 58.37550312652556, 254648: 21.57407765675316, 76965: 19.313883336227633, 145215: 19.080764306338352, '236724': 18.169228888178683}"
179,179,241094,"{241094: 54.872804256630076, 233416: 24.79994715774989, '238877': 22.432223815174844, 197886: 22.169000932852846, 22159: 21.729982765962234}"
180,180,241112,"{'238928': 147.7425426215905, 67928: 34.54181300081042, 138166: 34.1264610215383, 70795: 34.05603570085643, 70793: 32.23535849003042}"
181,181,241142,"{241142: 83.33925523709365, 170031: 25.333415929485284, 18918: 24.144510439414802, 266127: 23.76172086141637, '240129': 23.40763418492061}"
182,182,241456,"{241456: 77.95512375518875, 213891: 42.41664463681732, 230206: 35.090275521769584, 239465: 34.53047928143293, '213891': 32.77293480002808}"
183,183,241461,"{'240033': 375.7329821255949, 244361: 243.83266724761248, 277123: 228.4883501406845, 257041: 225.72676884312799, 245425: 211.14574045457246}"
184,184,241476,"{241476: 150.4352409596158, 212179: 106.89227255850486, 248919: 99.17157628450296, 91667: 34.19605849830507, '215530': 31.551365543136203}"
