,Unnamed: 0,original,duplicate
10,10,648221,"{109073: 0.9732367868228974, '614741': 0.9728135892111093, 89003: 0.9727718777218702, 98753: 0.9727555545221482, 37187: 0.971714535859831, 97490: 0.9715081796501895, 104012: 0.9709202614832617, 8791: 0.970458005721635, 111194: 0.9700785843734132, 101225: 0.970026310160897, 101390: 0.9697084824859784, 111472: 0.9697030147830602, 110767: 0.9695119679870414, 32131: 0.9694674733814194, 113395: 0.9692019874566172}"
11,11,648237,"{43290: 0.9814741742981016, 107057: 0.979894444732274, 89686: 0.9792411073093316, 90558: 0.9787048023195254, 97248: 0.9784898032439456, 3674: 0.978487944386773, 97246: 0.9784835860714101, 48116: 0.9779119930679842, 89003: 0.9776536631955183, 101390: 0.977595302914836, 1: 0.9772353318616986, '634222': 0.9766785665384412, 36479: 0.9764214304426163, 99926: 0.9762790881815073, 64246: 0.9759824067645408}"
12,12,648238,"{23078: 0.982230701759567, 1: 0.9820576964876373, 102060: 0.9812117007485228, 101432: 0.9788805901058637, 114702: 0.9786586746420367, 97246: 0.9785115732888028, 73844: 0.9781425863495731, '635896': 0.978038738900579, 97248: 0.9776609799171629, 110813: 0.9773730759767244, 64246: 0.9773310270380298, 97247: 0.9770257757256523, 47178: 0.9767722722857054, 2781: 0.9762046727574267, 94826: 0.9761156958735875}"
13,13,648279,"{43290: 0.9738543806906425, 97246: 0.97363333246566, 97247: 0.973400119267233, '619472': 0.9732349147296907, 101390: 0.972284312189282, 36479: 0.9721266142530424, 89685: 0.9718010384020319, 103348: 0.9717676570769624, 64246: 0.9709605832588245, 89191: 0.9700661756278917, 107057: 0.970008627286778, 73847: 0.9699927454464098, 113003: 0.9697831797139307, 89686: 0.9695986994783649, 103018: 0.9695535575257151}"
14,14,648285,"{104191: 0.9775368429233283, 94824: 0.9768090669135826, 86717: 0.9766058996783494, 54918: 0.9750783252243544, 93003: 0.975048582881768, 106224: 0.9750413027219682, 110564: 0.9747588571994891, 96739: 0.9745475711837829, 50464: 0.9745123652754636, 101382: 0.9741348274397912, 98968: 0.9740598979112869, '643259': 0.9740363899748314, 113385: 0.9740070314222783, 103159: 0.9739286122543714, 34129: 0.9738979165767526}"
15,15,648352,"{89003: 0.976103950233367, 80625: 0.9716986331412892, 64263: 0.9714966179159344, 48116: 0.9713048983846078, 10398: 0.971232891053035, 99926: 0.9710761914514137, 90558: 0.9704888222055505, 33175: 0.9704797516702345, 101390: 0.9696372989578873, '215489': 0.9691814742281756, 72124: 0.9687496375896787, 387: 0.9686178049905765, 79364: 0.9685330141627398, 86928: 0.9681629502894737, 80423: 0.9677433056711909}"
16,16,648497,"{95098: 0.9854117455922317, 96333: 0.9843092469285432, 106224: 0.9839342957465114, 104012: 0.9837910694828428, 95099: 0.9832200606935848, 98968: 0.9831511943152752, '644918': 0.9826969209565879, 97283: 0.9825169454660581, 97657: 0.9824642239469217, 111194: 0.9824183005728336, 12432: 0.9823694240388667, 101390: 0.9819142737409507, 37891: 0.9816716245671383, 100040: 0.9815514047371421, 19109: 0.9815053945977952}"
17,17,648513,"{45430: 0.9719836634718378, 19109: 0.9716059913083518, 106770: 0.9709019422855257, 102422: 0.9708735920749014, 23112: 0.9707184652503483, 104012: 0.9703928923777445, '615513': 0.9691997243781229, 95099: 0.9688487525050156, 10498: 0.968750836308728, 20135: 0.9686952262369992, 111696: 0.9683613358171542, 22282: 0.968224485704097, 4057: 0.967938227602343, 113627: 0.9677510030814418, 102060: 0.9675792376032585}"
18,18,648602,"{114403: 0.9743557850114152, 85385: 0.9724113127407973, 89003: 0.9721665736921918, 10052: 0.9716478295653308, 37187: 0.9711287058126261, 33175: 0.9692394022543611, 108742: 0.9692354391299618, '628878': 0.9691918524959455, 107570: 0.9689227233813036, 64263: 0.9688919947423801, 50656: 0.9684480955263974, 15099: 0.9683112966046843, 46148: 0.9681746783120134, 95511: 0.9676165990500492, 97490: 0.967482375961439}"
19,19,648609,"{103857: 0.9551541468121622, 110817: 0.9545046156102404, '597325': 0.9534214385224822, 113246: 0.9530128810304245, 25460: 0.9527699827868203, 16370: 0.9526489621857639, 23409: 0.9523674039219819, 778: 0.9518861637245776, 70335: 0.9518684859546864, 106411: 0.9506476815338905, 31155: 0.9504215069931282, 96509: 0.9500041095839316, 24716: 0.9498988567888336, 37031: 0.9494210132457372, 90392: 0.9493586643608365}"
20,20,648632,"{100194: 0.9856706053191234, 101008: 0.9849564960960085, 37032: 0.9846710132700953, 108926: 0.9846408089066412, 36333: 0.9845885861826245, 110069: 0.9843180896591063, 94466: 0.9842204818309787, 73844: 0.9839391616710199, 69068: 0.9839002735096551, 99005: 0.9838391408274886, 110868: 0.9837099387326895, 95933: 0.9835439068112999, 102060: 0.9832897164636113, 45202: 0.9832662885276797, '607739': 0.9832585022175565}"
21,21,648682,"{73847: 0.9747326902279035, 99892: 0.9746742728572176, 113395: 0.9729839468382216, 80864: 0.9726538077325328, 95013: 0.97237107154849, '616752': 0.9715429698182899, 86132: 0.9710541467202735, 64246: 0.9709540497370374, 73844: 0.9708281266758118, 103348: 0.970738512615524, 103944: 0.9705808415500605, 106481: 0.9704638807065414, 64506: 0.9704603201884424, 98320: 0.9702905516349851, 109566: 0.9702844711151212}"
22,22,648686,"{2781: 0.964118472210371, 1: 0.9640148467625116, 53440: 0.962995250654795, 106224: 0.9616278738598649, 93753: 0.9610791933663075, 39679: 0.9608967551669291, 100114: 0.9606431733456635, 95789: 0.9606061518662349, 104172: 0.9604338663854834, 3806: 0.9602678509729424, 64246: 0.9602657056578874, 88342: 0.960146322172363, 23078: 0.9599589484056169, 87223: 0.9597551508386231, '647613': 0.9596263550766466}"
23,23,648692,"{89686: 0.9713314475755666, 3674: 0.9706565521253323, 73847: 0.9693041274011415, 7628: 0.9691362440299897, 99926: 0.9690472308618207, 107057: 0.9687265970772168, '564647': 0.968284976854193, 101515: 0.9681985321118939, 89685: 0.9673805802083921, 99002: 0.9672132702100813, 80625: 0.9666993709648368, 111828: 0.9665992299357228, 87537: 0.9665751233368869, 48116: 0.9662384718340628, 101390: 0.9659227250513892}"
24,24,648713,"{'272849': 0.9680221126395676, 89686: 0.9663217076023979, 6669: 0.9638222550976592, 83540: 0.9631532571736533, 103348: 0.9630023378077486, 48116: 0.9625656530105405, 80423: 0.9623911845476196, 89858: 0.9620925669348465, 387: 0.9618743537607132, 113812: 0.9617445732684566, 10398: 0.9615378923891076, 89003: 0.9612113655084762, 84461: 0.9608674313201502, 103018: 0.9606066074716648, 878: 0.9605447689098701}"
25,25,648714,"{1: 0.9847714602910131, 94550: 0.9834383794925423, 101008: 0.9833220869327869, 105008: 0.9831214146889068, 104458: 0.9830894553868704, 100037: 0.9824811247589194, 108926: 0.9824342551486963, 112949: 0.9823201879838693, '603649': 0.9822317932886188, 48894: 0.982209257425078, 105453: 0.9821754743986928, 102060: 0.9821213108064984, 91913: 0.9816956492460487, 112566: 0.9816091552149167, 109468: 0.9815958263553578}"
26,26,648763,"{33747: 0.9860656716466774, 47213: 0.9833415215841498, '620624': 0.9824572455677871, 111912: 0.9823040341452502, 97462: 0.9817839612061532, 114702: 0.9815157299499832, 28767: 0.9809933458841592, 42401: 0.9809603786047885, 32511: 0.9807529465704788, 107057: 0.9806802188169854, 36109: 0.9799699378420959, 90260: 0.9799557834196745, 112509: 0.9798813344350156, 95933: 0.979871529037972, 97247: 0.9798064136784036}"
27,27,648794,"{89003: 0.9587621721756483, 48116: 0.9558468138576144, 27369: 0.955304061882542, 103018: 0.9548156170488362, 111677: 0.954636125486229, 89004: 0.9525725305554694, 86928: 0.9519945776790238, 89858: 0.9517157158095789, 107579: 0.9516081829969287, 99926: 0.9515327158944258, 14005: 0.951321696222375, 101486: 0.9511621631236504, '637055': 0.9511348444291493, 101728: 0.9506282038821776, 33175: 0.9504349364874546}"
28,28,648805,"{2781: 0.9789724300860875, 7628: 0.9767755793491286, 36109: 0.9764029352736834, 97248: 0.9762857201234197, 97246: 0.9762299022190004, 107057: 0.9760631835977979, 96219: 0.9760098299348072, 97247: 0.9759901598479006, '598510': 0.9752093089258289, 45731: 0.9749557444728293, 91913: 0.9745309239191516, 878: 0.9742438001470429, 47213: 0.9740366805774905, 48116: 0.9738949543463212, 85812: 0.9734235093226107}"
29,29,648807,"{106224: 0.9806542629494651, 93003: 0.9804556276424735, 97246: 0.9800310211221158, 104012: 0.979982931556968, 95933: 0.9796112362245102, '635738': 0.9793837059898474, 1: 0.9790553489947954, 101390: 0.979011983456569, 97247: 0.978987361688411, 97248: 0.9789069126686534, 112568: 0.978815264439891, 53482: 0.9787240564176608, 73844: 0.9787005620167932, 98753: 0.9786308002441806, 45202: 0.9786049458065124}"
30,30,648820,"{37107: 0.9857496104550715, 111481: 0.9848161881186359, 16726: 0.9843773855688519, 106967: 0.9821680901458839, 113826: 0.981564770679482, 19694: 0.9813325954931997, 52072: 0.9811966522925063, 101097: 0.9810670489033774, 632: 0.9809807094871204, 45458: 0.9808872262722198, 52031: 0.9808333197938682, 12657: 0.9805515532801359, 52024: 0.9804788236699574, 37436: 0.9804331778309326, '628645': 0.9802987170002112}"
31,31,648855,"{33249: 0.9796887006727505, 4842: 0.978225400870708, 73847: 0.9764685399464896, 87223: 0.9762100676664355, 103348: 0.9755005108206357, 94832: 0.975457637754775, '426713': 0.9750615153183753, 99911: 0.9746036617950132, 85833: 0.9745789888794216, 98302: 0.9745605688648644, 89215: 0.9742243516505438, 81980: 0.9742191863341068, 111912: 0.974181312304433, 95204: 0.9740627694874155, 98753: 0.973892233303096}"
32,32,648859,"{34: 0.9775704614260439, 107703: 0.9774180877096529, 104242: 0.9755914979655516, 2172: 0.9752209583296823, '601433': 0.9748008427534884, 84891: 0.9744715139203081, 112663: 0.9744664433407626, 108410: 0.9744002808529478, 111927: 0.9739211778601071, 38711: 0.9738069771027537, 45202: 0.97357071898216, 100745: 0.9734743506529744, 32127: 0.9734716553422169, 45430: 0.973466821298289, 5044: 0.9733935074841432}"
33,33,648874,"{101390: 0.9844408030932897, 4767: 0.983651542937285, 64246: 0.9835217009332274, 47213: 0.9831315717674806, 2781: 0.9830910069235242, 84891: 0.9827000126592947, 103348: 0.9824887893242019, 94832: 0.9824136672749824, 33655: 0.9823031544599472, '645365': 0.9822578583940751, 10398: 0.9820165155692262, 22731: 0.9819559787951639, 235: 0.9816061551945156, 46872: 0.9815583447085714, 36109: 0.9813652454449505}"
34,34,648932,"{38271: 0.9747019330229179, 76541: 0.973002500808065, 25983: 0.9724740137283399, 19739: 0.9723551891057196, '648763': 0.9722999515462926, 103491: 0.9721218183667643, 84683: 0.9719504540619757, 75043: 0.9708682993018688, 108126: 0.9707045037563994, 96824: 0.970552754368986, 70318: 0.9704721803364126, 35377: 0.9702780474189339, 45402: 0.9699072282832777, 2990: 0.9698514254405162, 84203: 0.969817295930335}"
35,35,648954,"{111927: 0.9593436412025471, 107624: 0.9586978266618171, 100713: 0.9581612742089543, 53747: 0.9578395406740479, '367064': 0.9577387741520456, 83078: 0.9577278358385847, 30884: 0.9573299443503098, 32131: 0.9572643563513479, 49730: 0.9570748808347198, 28765: 0.9565643417173418, 46148: 0.9565096058557767, 47526: 0.9564787997117192, 2785: 0.9560773002170675, 91624: 0.95551596047712, 24825: 0.9554744786893887}"
36,36,648959,"{111927: 0.9713087040661796, 95844: 0.9711348674420341, 109312: 0.9710701201026062, 104356: 0.9706496520378527, 84871: 0.9703291341307198, 111194: 0.9696013172833575, 97938: 0.9690078318321222, 19559: 0.9683523460544414, 99458: 0.9682265736557898, 43631: 0.9680464505613112, 34418: 0.9678574303282782, 93116: 0.9678273007794465, 94466: 0.9677661973541308, 104401: 0.9675605297595105, '525812': 0.9675065750710333}"
37,37,648967,"{53747: 0.9829145936432709, 103330: 0.9824214968061721, 44099: 0.9821022447302558, 32419: 0.9820255032711096, '600485': 0.9815372893873052, 32346: 0.9806364936143728, 43571: 0.9805768239157441, 49730: 0.9803682547851513, 47526: 0.979863939952452, 28765: 0.9797429990213565, 29652: 0.9797029811208622, 29780: 0.9796435580056341, 113639: 0.9795397304717323, 44673: 0.9791744517671623, 98341: 0.9791484190301992}"
38,38,648970,"{113812: 0.9718053304834336, 107570: 0.9691560766527382, 17559: 0.9691094375182958, 111194: 0.968478739733149, 32002: 0.9679438276975492, '645547': 0.9672938160773947, 37187: 0.9669689152030714, 26339: 0.9668623441876303, 83540: 0.9667598605690465, 54793: 0.9667194866354066, 89003: 0.9666756669696007, 114403: 0.9664364686919953, 16622: 0.9664271055251923, 525: 0.9662574151432305, 104908: 0.9661692695973673}"
39,39,648971,"{108790: 0.9813367695650734, 103407: 0.9810020596878937, 94466: 0.9807609591106621, '360331': 0.980730347763197, 93462: 0.9804202035411185, 104242: 0.9802175548776839, 104012: 0.9798262487788326, 87903: 0.979794690838274, 45430: 0.979728687816519, 75950: 0.9796744716870985, 46109: 0.979647632886793, 37187: 0.979632068180398, 105550: 0.9795639342147686, 29931: 0.9795518231845615, 95823: 0.979535155838008}"
40,40,648995,"{106429: 0.9768190960985903, 100347: 0.9764996612674348, 114403: 0.9763095357576834, 105550: 0.9758537625018542, 114075: 0.9752287339557953, 101227: 0.9752223683087273, 93196: 0.9748776362496306, '627113': 0.9746759772434079, 10681: 0.9744459136671548, 74734: 0.9743505101364811, 52076: 0.9741030154565661, 43746: 0.9737782696037165, 114669: 0.9737605484059784, 55318: 0.973682905522093, 111481: 0.9736604282296969}"
41,41,649183,"{'553390': 0.961013954565108, 94832: 0.9605074554084384, 33747: 0.9600769782872847, 88799: 0.9599262973893685, 12657: 0.9599025864083591, 113812: 0.9597549075238125, 27314: 0.9597499217942075, 19524: 0.959713289184425, 47684: 0.9596215464458495, 73847: 0.9591706075151604, 64246: 0.9591165917769116, 83078: 0.9590704338131576, 31341: 0.9589093721280535, 101532: 0.9588936547866527, 113395: 0.9588241642419911}"
42,42,649203,"{16899: 0.970882612663265, 5759: 0.9705770911995879, 31342: 0.9704528305334655, 104679: 0.9700489403939413, 112360: 0.968840100081312, 113929: 0.9682921272847838, 33175: 0.9678507132379625, 86999: 0.9677135644097173, 322: 0.9676521201981443, 32002: 0.9674324852021716, 89643: 0.9673899653847398, 49730: 0.9673640307055511, '603613': 0.9672109904995176, 50284: 0.9671346683892945, 89945: 0.9668247487827406}"
43,43,649216,"{24825: 0.9641530935428547, 38085: 0.964102160876094, 96078: 0.9629907816751638, 109407: 0.9627653002211181, 3678: 0.9625310934917386, 48: 0.9624884301082789, '528154': 0.962049611248817, 3998: 0.9617284547694152, 37194: 0.961550154009548, 101390: 0.9613201250845598, 36109: 0.9612759615188217, 37556: 0.961211445337268, 104268: 0.9608029012263656, 51: 0.9607972683067859, 28402: 0.9607932448225728}"
44,44,649222,"{80625: 0.9736976369896527, 87537: 0.9733189753030553, 101390: 0.97107668780176, 94448: 0.970782551695452, 3674: 0.9684747645821244, '642423': 0.9679600408658813, 83078: 0.9678888319775946, 91913: 0.9676280872609273, 44913: 0.9673236152326464, 87132: 0.9664379404616403, 101560: 0.9660603714976694, 109602: 0.9658815465151762, 98548: 0.9657617199827723, 31995: 0.9657190859429156, 110054: 0.9657096233243252}"
45,45,649243,"{112275: 0.9376953988842833, 44479: 0.9326832206269607, '644354': 0.9317767194674009, 53188: 0.930696152718483, 33155: 0.9304582057017954, 112638: 0.928406124555845, 75927: 0.9283490528534466, 49092: 0.9282924834237183, 111546: 0.9278137184212669, 35292: 0.9272018010941516, 110988: 0.9269932319503946, 112463: 0.9261326145994047, 114794: 0.9260328883915824, 10550: 0.9255993547214877, 56126: 0.9251279685856945}"
46,46,649283,"{30940: 0.9721078331864921, 45569: 0.970893163097143, 44581: 0.9705346072604257, 97751: 0.9696177119641572, 90858: 0.9685349384120311, '649282': 0.9674118360669453, 42951: 0.9670481159866988, 94372: 0.9668388048559047, 96370: 0.9663829376072616, 93967: 0.9662679981636491, 95504: 0.9661013992672327, 43165: 0.966069860005246, 47733: 0.9658157368231733, 107707: 0.9655373016632152, 97807: 0.9654905240643153}"
47,47,649296,"{104012: 0.9773586338037045, 102422: 0.977160597247498, 4057: 0.9767843769852268, 23112: 0.976726857902383, 103070: 0.9766236904689807, 72551: 0.9755607667389031, '643777': 0.9754902321879649, 111950: 0.9750992727077592, 784: 0.9750855390243626, 88799: 0.9749138740157799, 95098: 0.9748908721047983, 86603: 0.9747588270407982, 80625: 0.9746273150051334, 13276: 0.9746226621833503, 34567: 0.9745713097660649}"
48,48,649302,"{110868: 0.9856756098934676, 37187: 0.9850803411249331, 64263: 0.9849218898247694, 97248: 0.98308809761571, '649301': 0.9827833201493338, 36109: 0.982530417639997, 47213: 0.9823961388765534, 10398: 0.9822805184985725, 33655: 0.9821274362239495, 80423: 0.9819631633312111, 99926: 0.9816549449536958, 83540: 0.9815147035906603, 90100: 0.9814723429735558, 111912: 0.9814367409531615, 96520: 0.9813656474983904}"
49,49,649303,"{37187: 0.9853333711482611, 64263: 0.9845998271853708, 97248: 0.9830953426250839, 99926: 0.9827204310734364, 110868: 0.9820361936532915, 113812: 0.9818267321024651, 83540: 0.9817158189138924, 97246: 0.9816133270335682, 103348: 0.9813897016778917, 80423: 0.9808714958629885, 36109: 0.9808299735379477, 10398: 0.9805536832538395, 104957: 0.9805007576397119, 91913: 0.9804680536114687, '649301': 0.9803452572970364}"
50,50,649305,"{87223: 0.967827211494807, 99005: 0.9667112547579058, 110069: 0.9665295369760364, 99281: 0.9659525609907077, 80625: 0.9652958512711269, 109602: 0.9651604604928372, 87537: 0.9644894340707891, 83194: 0.9639779161193451, 83221: 0.9632749606228438, 83084: 0.9631286362418521, 104228: 0.9630313138588916, 100428: 0.9628955579474091, 94550: 0.9627932867083095, '635718': 0.962665078371268, 93088: 0.9625727795806612}"
51,51,649306,"{37187: 0.9866075786500201, 110868: 0.9865890939275058, 64263: 0.9864440796752246, 112802: 0.9841490648521155, 101043: 0.9838674797937935, 87903: 0.9837570581297593, 99607: 0.983425833373301, '649303': 0.9834232316331293, 8322: 0.983290696004338, 13534: 0.9830351155655557, 48240: 0.9828992643485683, 95933: 0.9828123420805966, 98753: 0.9828038154056793, 109174: 0.9827473727579901, 83040: 0.98266385341309}"
52,52,649308,"{64263: 0.9838314251686415, 95933: 0.9823376814084798, 48116: 0.9814287696957156, 87427: 0.9805413084772358, 108742: 0.9801584498514546, '649302': 0.9801236239885429, 46039: 0.979939863287124, 33175: 0.9795246808876662, 43165: 0.9794482637183606, 32093: 0.9794409080820151, 107057: 0.979278235568948, 44463: 0.9792074554923006, 104242: 0.9791787552435309, 91913: 0.9791310525020323, 80423: 0.9791181882349718}"
53,53,649309,"{36262: 0.9883476559065398, 112802: 0.9859064324357137, 84188: 0.9830065554260142, 50213: 0.9827945092863124, 79955: 0.9825317152752371, 41666: 0.981815985754563, 32400: 0.9814534103672339, 101260: 0.9813587285960774, '649301': 0.9811334441916374, 99933: 0.98101236905206, 266: 0.980912739078083, 108149: 0.9806228100219946, 39482: 0.9805914210516379, 35250: 0.9805172678468973, 22531: 0.9803448586266141}"
54,54,649310,"{84188: 0.987137624051847, 36262: 0.9862493077709256, 101220: 0.9831051727876402, 74728: 0.9826339245945663, 112802: 0.9822903206029217, 50213: 0.9820986775396968, '649309': 0.9815195269294644, 109873: 0.9813779635079086, 36821: 0.9812350927655389, 108126: 0.9811758084462853, 98463: 0.9810928861241294, 39138: 0.981050280802836, 108149: 0.9809975298084563, 112066: 0.9806198869202992, 9437: 0.9803495611687237}"
55,55,649311,"{37187: 0.9864108015463156, 114403: 0.9838978108765719, '649309': 0.9833740303698151, 46923: 0.9832825575465046, 99607: 0.9830788331340804, 108742: 0.9828293148352679, 96523: 0.9828105207139514, 36262: 0.9826950735306628, 112802: 0.9826914395975344, 8322: 0.9826859061166173, 64263: 0.9825545313145718, 110767: 0.9824569734213596, 109174: 0.9823746822270899, 110868: 0.982273521189751, 109125: 0.9821796731192434}"
56,56,649312,"{93462: 0.9867425289597066, '649306': 0.9859263520673294, 113639: 0.9857365375586434, 98753: 0.9856166380538307, 109125: 0.9854919589625135, 107570: 0.9853906404284668, 105947: 0.9849299795611858, 95481: 0.9846901751599333, 105550: 0.9846525364000005, 33204: 0.9843807258665063, 42875: 0.984300004164318, 93003: 0.9842573447457633, 35004: 0.984184361355678, 64263: 0.9840869602129682, 90294: 0.9840575958368312}"
57,57,649313,"{95933: 0.9869353486106345, 64263: 0.9839248165733038, 96481: 0.9833592103628719, '649308': 0.983281857090186, 37187: 0.9832111489646287, 73844: 0.982762864192933, 94466: 0.9827048721719404, 45202: 0.9826170096380749, 99458: 0.9825321669147992, 53482: 0.982438553364235, 103348: 0.9820090144226084, 109285: 0.9819508450801125, 87427: 0.9817737467065499, 108742: 0.9817108294499934, 80423: 0.9815174125689587}"
58,58,649317,"{37187: 0.9869029172231639, 99607: 0.9858372637632721, 110868: 0.9856258385434441, 83540: 0.9855113778313503, 8322: 0.9832623579211961, 107570: 0.9822548402455379, 64263: 0.9820153234442928, 10398: 0.9820008273165761, 112802: 0.981982463775353, 33697: 0.9818551465977324, 33204: 0.9818523153027645, 96520: 0.9818351557064943, 20073: 0.9817521941585299, 46923: 0.9816769157454738, '649303': 0.9815136206463577}"
59,59,649430,"{51371: 0.9492400002296805, 76009: 0.9473645908894538, 94831: 0.9469270453694727, 102314: 0.9469147366791212, 104078: 0.9458912532659864, 104535: 0.9457974740416094, 61917: 0.9455749763689, '649428': 0.9454439046911128, 101636: 0.9452285561214857, 84446: 0.9451384262946162, 99279: 0.9451317669159125, 83292: 0.9450937029257561, 101541: 0.9448371208610439, 99887: 0.9448326466109122, 42175: 0.9448010952500103}"
60,60,649455,"{12657: 0.9840081159280727, 6185: 0.9802236879889293, 104936: 0.9801682902024914, 6704: 0.9800636371276232, 6184: 0.9800141040746295, 6183: 0.9799669554104244, 111823: 0.9794058012664962, 37187: 0.9792037605604806, 6186: 0.9787155935722726, 2465: 0.9786806853395449, 11386: 0.9786429281847205, '627677': 0.9784322411143713, 16583: 0.978426441489829, 101390: 0.9784058079691706, 18480: 0.9783844944522}"
61,61,649480,"{112566: 0.9850954585428635, 107540: 0.9848548039010173, 114937: 0.9843924515695907, 106878: 0.9841584474198839, 104278: 0.9841165112601092, '608964': 0.9838433899217901, 105055: 0.9837701217245383, 2949: 0.9836495991182974, 109201: 0.9835826181635793, 93186: 0.9834324579777216, 105082: 0.9833853972923934, 7482: 0.9832819082901738, 53586: 0.9832813181928568, 105056: 0.9832452938318602, 107604: 0.9832407981483448}"
62,62,649548,"{387: 0.971590328313954, 103360: 0.9715077392239413, 96678: 0.9713472663821936, 10398: 0.9713287662455106, 89003: 0.9712084484435125, 111707: 0.9700517375586012, 107239: 0.9699773837976747, 103018: 0.9699723510590833, 48116: 0.9691856644727752, 64263: 0.9690168887714826, 83540: 0.9689375074080439, '638352': 0.967802780340277, 90558: 0.9677305090042178, 101390: 0.9675906464202202, 81410: 0.9673499979439859}"
63,63,649562,"{107325: 0.9543135246957725, 109962: 0.9538897261005854, 32127: 0.9519820696414826, 56060: 0.9509267319631153, 46761: 0.9496858242598839, '647832': 0.948014128388775, 87223: 0.9477602905937371, 87537: 0.9476257570829908, 113550: 0.9469887746398062, 97122: 0.9466846297905088, 70141: 0.9466372803567977, 111468: 0.9465577009316629, 110834: 0.9462967442881162, 113470: 0.9462836279134426, 34418: 0.9462496840187327}"
