,Unnamed: 0,original,duplicate
10,10,648221,"{648221: 110.11017557836298, 542745: 60.45512405876223, 497025: 60.397453771740935, 635567: 59.5846185023134, 460150: 58.40740129268295, 601521: 58.05169451334835, 272115: 57.950616091545086, 479921: 57.7548882881412, '614741': 57.473790635295536, 611031: 57.33776317694049, 626302: 57.16072728819068, 569005: 57.13129097610502, 258963: 56.95905762216668, 659089: 56.63331623422282, 643868: 56.43545807349728, 109073: 0.9732367868228974, 114740: 0.9728135892111093, 89003: 0.9727718777218702, 98753: 0.9727555545221482, 37187: 0.971714535859831, 97490: 0.9715081796501895, 104012: 0.9709202614832617, 8791: 0.970458005721635, 111194: 0.9700785843734132, 101225: 0.970026310160897, 101390: 0.9697084824859784, 111472: 0.9697030147830602, 110767: 0.9695119679870414, 32131: 0.9694674733814194, 113395: 0.9692019874566172}"
11,11,648237,"{648237: 142.39604450335298, 648247: 80.55866444262792, 648243: 69.13656267766075, 657319: 67.09835471859077, 657312: 63.0777986416834, 657325: 60.06092154670103, 564133: 56.47917370546904, 550419: 55.829512505039375, 459020: 54.50905127376827, 333053: 54.19368212689951, 394376: 53.77668853643168, 443453: 53.696496277242005, 450942: 53.3981329401923, 525180: 53.3981329401923, 610338: 53.3981329401923, 43290: 0.9814741742981016, 107057: 0.979894444732274, 89686: 0.9792411073093316, 90558: 0.9787048023195254, 97248: 0.9784898032439456, 3674: 0.978487944386773, 97246: 0.9784835860714101, 48116: 0.9779119930679842, 89003: 0.9776536631955183, '634222': 0.977595302914836, 1: 0.9772353318616986, 3806: 0.9766785665384412, 36479: 0.9764214304426163, 99926: 0.9762790881815073, 64246: 0.9759824067645408}"
12,12,648238,"{648238: 110.44215520184973, 631192: 63.49729632886987, 631884: 56.77474140070173, 608090: 53.88326326049335, 645216: 52.17648118443019, 592669: 51.091889277714884, 633524: 50.47018298562384, 581347: 49.186163699529075, 590070: 48.42889790228231, 594101: 48.35346026676656, 631187: 48.316783347366446, 606685: 47.76906211417248, 599787: 47.7374980792147, 646701: 47.19434525192999, 599215: 47.1509203667794, 23078: 0.982230701759567, 1: 0.9820576964876373, 102060: 0.9812117007485228, 101432: 0.9788805901058637, 114702: 0.9786586746420367, '641790': 0.9785115732888028, 73844: 0.9781425863495731, 112568: 0.978038738900579, 97248: 0.9776609799171629, 110813: 0.9773730759767244, 64246: 0.9773310270380298, 97247: 0.9770257757256523, 47178: 0.9767722722857054, 2781: 0.9762046727574267, 94826: 0.9761156958735875}"
13,13,648279,"{648279: 119.33769363473215, 310429: 53.87386885400995, 663618: 53.26209938573857, 370520: 52.78746248320204, 258525: 52.68483951159336, 433536: 51.91081943312683, '616938': 51.709418522690456, 613625: 50.80772790721845, 501650: 50.63715264676222, 645521: 50.19892060379818, 502354: 50.0474451319098, 354981: 49.922065788937445, 505935: 49.79564589524377, 659548: 49.67194631996611, 645020: 49.32255284458684, 43290: 0.9738543806906425, 97246: 0.97363333246566, 97247: 0.973400119267233, 97248: 0.9732349147296907, 101390: 0.972284312189282, 36479: 0.9721266142530424, 89685: 0.9718010384020319, 103348: 0.9717676570769624, 64246: 0.9709605832588245, 89191: 0.9700661756278917, 107057: 0.970008627286778, 73847: 0.9699927454464098, 113003: 0.9697831797139307, 89686: 0.9695986994783649, 103018: 0.9695535575257151}"
14,14,648285,"{648285: 126.25230347295464, 476868: 58.63138417181848, 246760: 55.03970455935046, 596244: 55.00622819492576, 303444: 54.44053867023016, 373262: 53.998700927337154, 335598: 51.465479177601935, 252383: 51.03473964370533, 252384: 51.03473964370533, 645669: 50.51933351712432, 490318: 50.4220690460362, 597922: 50.41919725069485, 641241: 50.31626443720299, 644573: 50.23656648060131, 466436: 50.193090133444585, 104191: 0.9775368429233283, 94824: 0.9768090669135826, '643259': 0.9766058996783494, 54918: 0.9750783252243544, 93003: 0.975048582881768, 106224: 0.9750413027219682, 110564: 0.9747588571994891, 96739: 0.9745475711837829, 50464: 0.9745123652754636, 101382: 0.9741348274397912, 98968: 0.9740598979112869, 96333: 0.9740363899748314, 113385: 0.9740070314222783, 103159: 0.9739286122543714, 34129: 0.9738979165767526}"
15,15,648352,"{648352: 142.3473170458876, 623965: 68.58838124724247, 338682: 64.122429907921, 259296: 64.06614777111469, 246080: 63.55265894507582, 713338: 63.51787775063276, 940974: 62.303171294511095, 543935: 62.014458768733284, 258493: 61.68903039808747, 307676: 61.41395459422174, 255299: 61.358687684965155, 548753: 61.349891235250404, 646481: 61.3488908697123, 352442: 60.97795846621305, 626960: 60.7568452817316, 89003: 0.976103950233367, 80625: 0.9716986331412892, 64263: 0.9714966179159344, 48116: 0.9713048983846078, 10398: 0.971232891053035, 99926: 0.9710761914514137, 90558: 0.9704888222055505, 33175: 0.9704797516702345, 101390: 0.9696372989578873, 104957: 0.9691814742281756, 72124: 0.9687496375896787, 387: 0.9686178049905765, 79364: 0.9685330141627398, 86928: 0.9681629502894737, '283087': 0.9677433056711909}"
16,16,648497,"{648497: 87.37887683069998, 837579: 58.9903597966581, 613826: 56.48503914058545, 640823: 55.7881402279581, 259430: 55.16321322580802, 601989: 54.74245037636871, 653707: 53.800818990381146, 630666: 53.675852649426965, 354870: 53.32165287507867, 641882: 53.26461882167713, 594846: 52.84741691649986, 610756: 52.84741691649986, 612132: 52.66341101241573, 643868: 52.40782154965885, 871393: 52.2966365208705, 95098: 0.9854117455922317, 96333: 0.9843092469285432, 106224: 0.9839342957465114, '627717': 0.9837910694828428, 95099: 0.9832200606935848, 98968: 0.9831511943152752, 93586: 0.9826969209565879, 97283: 0.9825169454660581, 97657: 0.9824642239469217, 111194: 0.9824183005728336, 12432: 0.9823694240388667, 101390: 0.9819142737409507, 37891: 0.9816716245671383, 100040: 0.9815514047371421, 19109: 0.9815053945977952}"
17,17,648513,"{648513: 108.53865047663447, 294929: 64.12937155437554, 301602: 61.85274957222633, 562895: 60.69506465963578, 578886: 59.745955564538505, 597922: 59.544176790132596, 407969: 59.391454663536194, 351033: 59.293406097760986, 297115: 59.27709158624509, 633827: 59.241857075632176, 325595: 59.038570273952914, 300976: 59.02692773977743, 256866: 58.71689810116601, 276516: 58.48220835802479, '615513': 58.23805549612553, 45430: 0.9719836634718378, 19109: 0.9716059913083518, 106770: 0.9709019422855257, 102422: 0.9708735920749014, 23112: 0.9707184652503483, 104012: 0.9703928923777445, 34418: 0.9691997243781229, 95099: 0.9688487525050156, 10498: 0.968750836308728, 20135: 0.9686952262369992, 111696: 0.9683613358171542, 22282: 0.968224485704097, 4057: 0.967938227602343, 113627: 0.9677510030814418, 102060: 0.9675792376032585}"
18,18,648602,"{648602: 144.6353539661974, 612241: 63.791598247256175, 628878: 63.26162221104586, 636461: 62.67102107981867, 628943: 61.27674570855626, 625016: 61.27219067019328, 641447: 60.896257062631754, 611990: 60.65475149616573, 651442: 60.571686376302324, 426333: 60.41830506732606, 647170: 59.82549587492278, 626092: 59.64982151354785, 595742: 59.34773051240055, 654295: 59.304743784976004, 624973: 59.25703530066204, 114403: 0.9743557850114152, 85385: 0.9724113127407973, 89003: 0.9721665736921918, 10052: 0.9716478295653308, 37187: 0.9711287058126261, '627866': 0.9692394022543611, 108742: 0.9692354391299618, 110868: 0.9691918524959455, 107570: 0.9689227233813036, 64263: 0.9688919947423801, 50656: 0.9684480955263974, 15099: 0.9683112966046843, 46148: 0.9681746783120134, 95511: 0.9676165990500492, 97490: 0.967482375961439}"
19,19,648609,"{648609: 245.61139953093794, 657909: 63.65989320085949, 452847: 63.152730130031614, 439456: 62.22897081002859, '597325': 61.708772036406174, 449591: 61.00874201410861, 490431: 60.0658843433804, 427303: 59.813660404574314, 245800: 59.39220477433497, 429548: 59.37121760445101, 322554: 59.11046735805965, 401082: 58.760485253926, 235017: 58.4567431344679, 484580: 58.178467091119465, 252882: 57.938157781404485, 103857: 0.9551541468121622, 110817: 0.9545046156102404, 51944: 0.9534214385224822, 113246: 0.9530128810304245, 25460: 0.9527699827868203, 16370: 0.9526489621857639, 23409: 0.9523674039219819, 778: 0.9518861637245776, 70335: 0.9518684859546864, 106411: 0.9506476815338905, 31155: 0.9504215069931282, 96509: 0.9500041095839316, 24716: 0.9498988567888336, 37031: 0.9494210132457372, 90392: 0.9493586643608365}"
20,20,648632,"{648632: 104.97219408292744, 577228: 50.38719015294696, 469489: 46.61884246830617, 412676: 46.258013412864294, 259172: 45.68784284438666, 300758: 45.37184437245247, 358087: 44.7727607287082, 404858: 44.57978844417747, 666921: 44.49079475466014, 308912: 44.32993227523613, 304339: 44.300728599400614, 440326: 44.18510497217473, 646196: 43.958896859445275, 645455: 43.84062052334672, 661887: 43.84062052334672, 100194: 0.9856706053191234, 101008: 0.9849564960960085, 37032: 0.9846710132700953, 108926: 0.9846408089066412, '643960': 0.9845885861826245, 110069: 0.9843180896591063, 94466: 0.9842204818309787, 73844: 0.9839391616710199, 69068: 0.9839002735096551, 99005: 0.9838391408274886, 110868: 0.9837099387326895, 95933: 0.9835439068112999, 102060: 0.9832897164636113, 45202: 0.9832662885276797, 46680: 0.9832585022175565}"
21,21,648682,"{648682: 145.41652831679016, 610177: 73.65509176044812, 586575: 65.00215114313232, 576537: 63.74866387099797, 663179: 63.72587277366452, 844728: 62.58705348587471, 643152: 62.42279503223925, 585513: 62.2951615860319, 426514: 61.69000992493664, 648958: 61.58092137356877, 598572: 61.095173984381155, 844731: 60.79799252405072, 818973: 60.661668025694375, 867049: 60.65690235132419, 568373: 59.9763615846548, 73847: 0.9747326902279035, 99892: 0.9746742728572176, 113395: 0.9729839468382216, 80864: 0.9726538077325328, 95013: 0.97237107154849, 101390: 0.9715429698182899, '616752': 0.9710541467202735, 64246: 0.9709540497370374, 73844: 0.9708281266758118, 103348: 0.970738512615524, 103944: 0.9705808415500605, 106481: 0.9704638807065414, 64506: 0.9704603201884424, 98320: 0.9702905516349851, 109566: 0.9702844711151212}"
22,22,648686,"{648686: 191.46695133431888, 666087: 72.31561199015668, 591011: 68.29742093669068, 307690: 68.16386376067955, 645599: 67.00088254749213, 656192: 66.86788547707341, 270714: 65.99408643200064, 644882: 65.72685379120166, 599309: 65.1948880402802, 274534: 65.18202243863362, 274535: 65.18202243863362, 649870: 65.1166838693291, 303329: 64.83840946307545, 329378: 64.78568741401854, 404783: 64.62028466927941, 2781: 0.964118472210371, '576807': 0.9640148467625116, 53440: 0.962995250654795, 106224: 0.9616278738598649, 93753: 0.9610791933663075, 39679: 0.9608967551669291, 100114: 0.9606431733456635, 95789: 0.9606061518662349, 104172: 0.9604338663854834, 3806: 0.9602678509729424, 64246: 0.9602657056578874, 88342: 0.960146322172363, 23078: 0.9599589484056169, 87223: 0.9597551508386231, 110307: 0.9596263550766466}"
23,23,648692,"{648692: 127.86168482491411, '631758': 65.33879623189132, 374007: 63.538611539011704, 263773: 63.362866868907574, 409868: 63.283729095653236, 620735: 63.05262322366853, 230696: 62.57562202594707, 234821: 62.07920843535804, 569040: 61.99584774098445, 545445: 61.88871728574876, 419495: 61.48806203536849, 644586: 60.88280689997561, 210674: 60.75432128866253, 799868: 60.65617751384056, 421179: 60.57356139469965, 89686: 0.9713314475755666, 3674: 0.9706565521253323, 73847: 0.9693041274011415, 7628: 0.9691362440299897, 99926: 0.9690472308618207, 107057: 0.9687265970772168, 90558: 0.968284976854193, 101515: 0.9681985321118939, 89685: 0.9673805802083921, 99002: 0.9672132702100813, 80625: 0.9666993709648368, 111828: 0.9665992299357228, 87537: 0.9665751233368869, 48116: 0.9662384718340628, 101390: 0.9659227250513892}"
24,24,648713,"{648713: 146.0042712149015, 648931: 84.45083870543185, 661516: 74.6566106670125, 652347: 71.37124408454761, 305842: 68.82196339706269, 617758: 68.54014327271783, 560207: 68.4427522965761, 550841: 67.64434018380324, 308002: 67.53028568460236, 629902: 67.11036883752467, 643835: 66.54602478786143, 606753: 66.49178460146732, 608610: 66.30194991197872, 607848: 66.2488494671341, 331434: 65.7396105811138, 86928: 0.9680221126395676, 89686: 0.9663217076023979, 6669: 0.9638222550976592, 83540: 0.9631532571736533, 103348: 0.9630023378077486, 48116: 0.9625656530105405, 80423: 0.9623911845476196, 89858: 0.9620925669348465, 387: 0.9618743537607132, 113812: 0.9617445732684566, 10398: 0.9615378923891076, 89003: 0.9612113655084762, 84461: 0.9608674313201502, '619032': 0.9606066074716648, 878: 0.9605447689098701}"
25,25,648714,"{648714: 104.86907715713163, 652013: 71.52115197070458, 652360: 68.88617713843318, 596468: 67.23480534100302, 590282: 65.05416305354088, 585130: 63.51312533783968, 582825: 62.48727100308, 583081: 60.64017186215593, 576654: 60.31944664197172, 640958: 59.79781306014824, 586893: 59.29900588923403, 584276: 58.76015482134888, 443668: 58.63320384379516, 650093: 57.39491880258415, 579265: 57.300268123759345, 1: 0.9847714602910131, 94550: 0.9834383794925423, 101008: 0.9833220869327869, 105008: 0.9831214146889068, '632839': 0.9830894553868704, 100037: 0.9824811247589194, 108926: 0.9824342551486963, 112949: 0.9823201879838693, 105020: 0.9822317932886188, 48894: 0.982209257425078, 105453: 0.9821754743986928, 102060: 0.9821213108064984, 91913: 0.9816956492460487, 112566: 0.9816091552149167, 109468: 0.9815958263553578}"
26,26,648763,"{648763: 88.62949969037038, 648767: 57.985892501104786, 648855: 53.91784647986196, 594441: 51.01435582756068, 644430: 50.86092085738731, 620624: 49.98063303025667, 624407: 48.86641737379694, 590488: 48.617860723217234, 595742: 48.29581460340409, 624149: 46.53966452673744, 593072: 46.32044271438255, '594441': 45.753098550025726, 582655: 45.544535476134975, 459556: 45.22780391086593, 614463: 45.15176110304862, 33747: 0.9860656716466774, 47213: 0.9833415215841498, 33655: 0.9824572455677871, 111912: 0.9823040341452502, 97462: 0.9817839612061532, 114702: 0.9815157299499832, 28767: 0.9809933458841592, 42401: 0.9809603786047885, 32511: 0.9807529465704788, 107057: 0.9806802188169854, 36109: 0.9799699378420959, 90260: 0.9799557834196745, 112509: 0.9798813344350156, 95933: 0.979871529037972, 97247: 0.9798064136784036}"
27,27,648794,"{648794: 232.82360843152955, 637063: 79.03716812749796, 649816: 75.32150820511708, 654901: 73.98034781256476, 637055: 72.26815127375802, 635828: 71.64219461696973, 313930: 71.35145897651388, 445201: 70.50183134106457, 280550: 69.7412259427112, 445835: 69.37578118188527, 282922: 68.82649833764249, 322421: 68.62901089697249, 405931: 68.41497113268787, 643133: 67.59987555970487, 432771: 66.98711376257425, 89003: 0.9587621721756483, 48116: 0.9558468138576144, 27369: 0.955304061882542, 103018: 0.9548156170488362, 111677: 0.954636125486229, 89004: 0.9525725305554694, 86928: 0.9519945776790238, 89858: 0.9517157158095789, 107579: 0.9516081829969287, 99926: 0.9515327158944258, 14005: 0.951321696222375, 101486: 0.9511621631236504, 104957: 0.9511348444291493, '637063': 0.9506282038821776, 33175: 0.9504349364874546}"
28,28,648805,"{648805: 107.9924746064131, 644430: 60.02811943046987, 594441: 57.49493998649731, 620624: 56.16778517505914, 650666: 54.656181654861534, 593317: 54.62941268328205, 644882: 53.45245722485578, 702004: 52.51220845728665, 651442: 52.12805971787877, 310406: 51.492250563557974, 280101: 51.490491804907215, 626548: 51.156823389366295, 622809: 50.26001149573006, 248433: 50.03602781535917, 262075: 49.92671344813397, 2781: 0.9789724300860875, 7628: 0.9767755793491286, 36109: 0.9764029352736834, 97248: 0.9762857201234197, 97246: 0.9762299022190004, 107057: 0.9760631835977979, 96219: 0.9760098299348072, 97247: 0.9759901598479006, 104887: 0.9752093089258289, '597909': 0.9749557444728293, 91913: 0.9745309239191516, 878: 0.9742438001470429, 47213: 0.9740366805774905, 48116: 0.9738949543463212, 85812: 0.9734235093226107}"
29,29,648807,"{648807: 84.59360801310696, '635738': 45.5813365723985, 535909: 44.1470645200714, 645455: 44.10452844032779, 309257: 43.962136400121445, 649606: 43.915867065519194, 421240: 43.33528373196027, 648532: 42.853221481595085, 406012: 42.80309906193973, 553919: 42.55894175876957, 541935: 42.36863891621509, 269681: 42.248138642826675, 552045: 41.713384735483054, 656562: 41.3279667577602, 645654: 41.210547724379495, 106224: 0.9806542629494651, 93003: 0.9804556276424735, 97246: 0.9800310211221158, 104012: 0.979982931556968, 95933: 0.9796112362245102, 103348: 0.9793837059898474, 1: 0.9790553489947954, 101390: 0.979011983456569, 97247: 0.978987361688411, 97248: 0.9789069126686534, 112568: 0.978815264439891, 53482: 0.9787240564176608, 73844: 0.9787005620167932, 98753: 0.9786308002441806, 45202: 0.9786049458065124}"
30,30,648820,"{648820: 113.34271277180062, 632077: 33.16911162042513, 582954: 32.93214287815021, 738434: 29.256500351526977, 728591: 29.00742884767376, 604030: 28.74500909553115, 684477: 27.904384091275958, 863667: 27.70423591507955, 630102: 27.46169535932286, 299921: 27.291311219924605, 606435: 26.338353018536225, 458696: 26.222987810515995, 601955: 26.12508616312465, 645630: 26.063323295488907, 876313: 25.886816679721537, 37107: 0.9857496104550715, 111481: 0.9848161881186359, 16726: 0.9843773855688519, 106967: 0.9821680901458839, 113826: 0.981564770679482, 19694: 0.9813325954931997, 52072: 0.9811966522925063, 101097: 0.9810670489033774, 632: 0.9809807094871204, 45458: 0.9808872262722198, 52031: 0.9808333197938682, 12657: 0.9805515532801359, 52024: 0.9804788236699574, '579482': 0.9804331778309326, 109322: 0.9802987170002112}"
31,31,648855,"{648855: 117.68309736791899, 648763: 57.539944160572205, 428799: 51.17616787857475, 646424: 49.09148305157423, 571784: 47.635598503778, 648767: 46.5098837777946, 649955: 45.913700829227835, 650498: 45.414042834740414, 656889: 45.30100348417858, 251508: 45.29579883467664, 658992: 44.89950099799252, 647459: 44.66994017934506, 648939: 44.66994017934506, 593382: 44.27185398450163, 551992: 44.18911982967726, 33249: 0.9796887006727505, 4842: 0.978225400870708, 73847: 0.9764685399464896, 87223: 0.9762100676664355, 103348: 0.9755005108206357, 94832: 0.975457637754775, 95292: 0.9750615153183753, '426713': 0.9746036617950132, 85833: 0.9745789888794216, 98302: 0.9745605688648644, 89215: 0.9742243516505438, 81980: 0.9742191863341068, 111912: 0.974181312304433, 95204: 0.9740627694874155, 98753: 0.973892233303096}"
32,32,648859,"{648859: 130.17520140214194, 691126: 55.17054256573356, 590488: 52.59089290299474, 651442: 51.835591561639106, 620624: 51.0089345289052, 637156: 50.75130628563222, 316197: 50.40701622360732, 666539: 50.175134263114174, 643121: 50.1548607763648, 757015: 49.72884311596716, 628119: 49.59730371965382, 611965: 49.57749221060349, 692497: 49.32192309238493, 660307: 49.23094921495334, 664241: 48.835089650250836, 34: 0.9775704614260439, 107703: 0.9774180877096529, 104242: 0.9755914979655516, 2172: 0.9752209583296823, 6308: 0.9748008427534884, 84891: 0.9744715139203081, 112663: 0.9744664433407626, 108410: 0.9744002808529478, 111927: 0.9739211778601071, 38711: 0.9738069771027537, 45202: 0.97357071898216, 100745: 0.9734743506529744, 32127: 0.9734716553422169, 45430: 0.973466821298289, '604542': 0.9733935074841432}"
