,Unnamed: 0,original,duplicate
32,32,648859,"{648859: 130.17520140214194, 691126: 55.17054256573356, 590488: 52.59089290299474, 651442: 51.835591561639106, 620624: 51.0089345289052, 637156: 50.75130628563222, 316197: 50.40701622360732, 666539: 50.175134263114174, 643121: 50.1548607763648, 757015: 49.72884311596716, 628119: 49.59730371965382, 611965: 49.57749221060349, '601433': 49.32192309238493, 660307: 49.23094921495334, 664241: 48.835089650250836}"
33,33,648874,"{648874: 103.49062155087755, 645669: 53.60043026713073, 612410: 52.96047813513835, 649866: 52.30342193275432, 645201: 51.70954363013443, 597922: 51.708011383948566, 590564: 51.29306618472786, 630666: 51.216533822729616, 624066: 50.37816793867087, 439799: 50.32605395332253, 642532: 50.19121444356159, 628206: 49.955346736771546, 662210: 49.6122001033143, 281047: 49.60008441846912, '610233': 49.57966381287099}"
34,34,648932,"{648932: 138.68930400744838, 593871: 38.94325273513277, 594441: 32.08882307127662, 582678: 31.75821162782529, 232259: 31.718253741069617, 644088: 31.52555711224205, 659901: 30.999864987270264, 685367: 29.455257687504336, '626261': 28.43103029881094, 430327: 28.110225005525724, 384421: 27.26484899072688, 586158: 27.018107961883963, 347402: 26.780167290891193, 441227: 26.492355859850637, 320113: 25.72894006301223}"
35,35,648954,"{648954: 185.54125622502391, 446629: 74.15966915155147, 575865: 74.02543550402685, 247011: 71.87623941912724, 435864: 71.09286237654831, 255962: 70.94911037881641, 311849: 70.64660546682362, 658481: 70.39752974038485, 440734: 70.26040012487708, 214809: 69.45708704776624, 441756: 69.32254456897817, 500417: 68.81453680768763, 644965: 68.75462535281751, 819735: 68.63863108936111, '367064': 68.53908480590833}"
36,36,648959,"{648959: 189.22185221374423, 648777: 69.96986398670332, '481473': 62.83923251410739, 370909: 61.699269863622774, 553779: 60.63510049794834, 446422: 58.87670593759874, 603096: 57.80370697591803, 789733: 57.33380594766276, 563336: 57.1945997507765, 577094: 57.16855573298601, 646754: 57.13467263990347, 438013: 56.83165236852457, 571873: 56.784221153792004, 353489: 56.736704833137274, 618475: 56.57918503772729}"
37,37,648967,"{648967: 89.193864941514, 676044: 58.155653054049615, 628206: 56.342161017559036, 690295: 55.33355748684788, 510701: 55.1761245868935, 678425: 54.51126656530057, 625751: 53.533703406907975, 439772: 53.254256629546084, 809361: 53.1023514093744, 595409: 52.4810844910244, '600485': 52.26153567509205, 676788: 51.88058435918424, 895219: 51.7256029135887, 657813: 51.675754805323706, 806102: 51.65710735662746}"
38,38,648970,"{648970: 131.59501149180934, 248408: 63.694560787959965, 644939: 61.54926568185833, 332726: 60.69386273099404, 657283: 60.124600807220745, 324038: 59.968417118745165, 358458: 59.58321120092338, 615127: 59.30574677563988, 298692: 59.270007979426936, 660407: 59.15307008640887, 539358: 59.046850916026216, 288138: 58.99033917280309, 482264: 58.91988403268984, 372356: 58.886806981658175, '646919': 58.82318262095458}"
39,39,648971,"{648971: 108.17136162013396, 648939: 58.94392266157549, 648938: 57.381025211444666, 419065: 52.26656861160514, 240494: 51.57476405415394, 622790: 51.117412956231405, '360331': 50.28972453584839, 418011: 50.095256316499416, 648550: 49.987474218755466, 502338: 49.71311540412832, 339592: 49.491692882303084, 330401: 48.753567059837735, 331222: 48.663647854290986, 467149: 48.620220159018764, 637150: 48.59417880668996}"
40,40,648995,"{648995: 107.01397384321399, 649006: 77.36669706049722, 649327: 63.155191589039035, 630165: 53.554841977000194, 605091: 52.319534309845224, 595969: 52.16963897858931, 290416: 51.33398036018087, '627113': 50.91382440097006, 623768: 50.28827768805868, 262919: 50.207858209696724, 649614: 50.10824302024924, 462514: 49.38786205281583, 298555: 49.30290594373448, 353968: 48.96647661069831, 476583: 48.88931032792928}"
41,41,649183,"{649183: 174.89706365589257, 484924: 71.89342491703523, 263401: 66.8136940196866, 249158: 64.28612141631896, 286500: 63.768404167866116, 282019: 63.65167601701935, 422230: 63.49153384043285, 465083: 62.301108936582715, '553390': 62.258320172368556, 239172: 62.14498012685805, 612117: 62.01972837858103, 428364: 61.92291081037403, 652458: 61.78109363455096, 206069: 61.73628094993626, 516148: 61.66141128293385}"
42,42,649203,"{649203: 166.03027940688685, 603613: 69.2369231254975, 640878: 65.90663467822877, 246134: 64.54527074693353, 648848: 64.15233512733377, 556950: 63.7370468365408, 458620: 63.67779654645639, 303385: 63.37729012150227, 256234: 62.96083048851654, 488624: 62.8967396864975, '645474': 62.81612933531591, 628097: 62.651036065437985, 647121: 62.55247584781779, 252969: 62.34219910506843, 425075: 62.19463652668766}"
43,43,649216,"{'528154': 216.0899711275846, 649218: 53.649123437127365, 652424: 43.98931226960218, 880277: 43.89863896151869, 649251: 41.53633224736991, 728173: 41.248173060450206, 418884: 41.01914759075903, 459125: 40.55060959099681, 395488: 40.39157267873938, 669318: 40.035680313976314, 374489: 39.72033399574221, 271674: 39.551338477575975, 391168: 39.08097527220461, 286113: 38.89763948737889, 490116: 38.77077961277416}"
44,44,649222,"{649222: 181.99224160591916, 242912: 67.3978967585488, 429445: 66.93226809088462, 426017: 65.90768617121957, 594328: 65.67674056323766, 445920: 65.21199615134137, 408951: 63.875708330171804, 626148: 63.04216128015111, 645494: 62.326213970219555, 607054: 61.855650513379324, '642423': 61.45947950270983, 267704: 61.37789552277981, 325713: 60.547444201338585, 653854: 60.47145229578364, 404891: 60.366342864639925}"
45,45,649243,"{649243: 410.6346423676704, 411899: 132.8980775452699, 504812: 132.81127862948173, 408298: 132.69346704494487, 297321: 128.27187690343928, 268921: 127.25341230629151, 330607: 126.30152915273534, 493294: 124.23522463908789, 282201: 122.91993153796213, '644038': 122.11384981562075, 271920: 121.9808275957214, 448280: 121.10456063718789, 273148: 119.05891776148603, 301953: 119.0017421470309, 405847: 118.9018852441968}"
46,46,649283,"{649283: 277.1832558671797, 649282: 176.84453430424495, 663624: 52.09402763119557, 655561: 51.474552206340924, 655565: 51.474552206340924, '649282': 51.474552206340924, 658975: 50.82649507357109, 657346: 50.19455294550492, 660426: 50.19455294550492, 661013: 50.19455294550492, 533073: 49.613232974876595, 647520: 49.167205288982764, 481604: 49.033000944672, 691016: 48.27949454624901, 472967: 48.182367590380984}"
47,47,649296,"{649296: 128.91680996795344, 706772: 77.09660879544047, 729566: 75.17249725463006, 680014: 69.61150087181213, 264588: 68.890201747017, 717115: 67.44979819334448, 627311: 67.0641826178236, 684693: 66.81463529740573, '643777': 66.78728852864049, 650588: 66.64992232342884, 418465: 66.33085026346161, 347579: 66.23806981229527, 514159: 66.20049760275938, 553799: 66.06853200746971, 512236: 65.99207205814857}"
48,48,649302,"{649302: 82.5553510653371, 649303: 80.39503720409036, 649306: 79.93149454445863, 649308: 77.35855169428598, 649301: 74.0924390673606, 649313: 67.62147386845547, 649312: 66.63605739706846, 649317: 65.74076084979356, 649310: 64.0204522922015, '649301': 63.399528276499865, 649309: 62.54771649498074, 639433: 52.807549936315915, 577131: 52.599635277773544, 590055: 51.27899220914293, 566709: 50.37043822001143}"
49,49,649303,"{649303: 88.67449177738828, 649302: 82.5553510653371, 649306: 79.93149454445863, 649308: 77.35855169428598, 649301: 74.0924390673606, 649313: 71.19716048166244, '649302': 67.12130233245438, 649312: 66.63605739706846, 649317: 65.74076084979356, 649310: 64.0204522922015, 649309: 62.54771649498074, 639433: 52.807549936315915, 577131: 52.599635277773544, 590055: 51.27899220914293, 566709: 50.37043822001143}"
50,50,649305,"{649305: 191.626259799013, 646869: 71.17064243366002, 647707: 62.45886783293747, 648777: 62.061097069333044, 576717: 58.62076792282862, 642610: 58.375114456269266, 615821: 58.07755897804507, 437838: 57.91154880368581, 626241: 57.37401125817289, 596938: 56.715565441003214, 646424: 56.54832095675082, '637042': 56.38658977029129, 586516: 55.5505766957072, 648767: 55.07710830774589, 615048: 54.86828748621658}"
51,51,649306,"{649306: 79.93149454445863, 649302: 78.85756559548507, 649303: 76.79401562783639, 649308: 73.89353913322819, 649301: 70.44367696769673, 649312: 66.63605739706846, 649317: 65.74076084979356, 649310: 64.0204522922015, 649313: 64.0204522922015, 649311: 63.399528276499865, 649309: 62.54771649498074, 639433: 52.807549936315915, '649301': 52.599635277773544, 590055: 51.27899220914293, 566709: 50.37043822001143}"
52,52,649308,"{649308: 103.04748081660533, 649301: 90.29309997561637, 649302: 82.5553510653371, 649303: 80.39503720409036, 649306: 79.93149454445863, '649301': 67.62147386845547, 649311: 67.1783038591809, 649312: 66.63605739706846, 649317: 65.74076084979356, 649310: 64.0204522922015, 649309: 62.54771649498074, 325586: 56.855567238857454, 506279: 54.38834575833908, 639433: 52.807549936315915, 641834: 52.647980927198866}"
53,53,649309,"{649309: 117.6792011319981, 649310: 73.30792390573413, 649306: 63.399528276499865, 649311: 63.399528276499865, 649312: 63.399528276499865, 649302: 62.54771649498074, 649317: 62.54771649498074, 649301: 61.718490493321724, '649308': 60.91096373226161, 649313: 60.91096373226161, 649308: 58.61038318409038, 639433: 52.807549936315915, 453009: 51.94524394358285, 590055: 51.27899220914293, 577131: 49.272483929038486}"
54,54,649310,"{649310: 128.43211484709943, 649312: 78.78215110286179, 649309: 75.27779828679506, 649306: 66.63605739706846, 649302: 65.74076084979356, 649317: 65.74076084979356, 649301: 64.86920308045644, 649303: 64.0204522922015, 649313: 64.0204522922015, 649311: 63.399528276499865, 649308: 61.60242771659371, 639433: 52.807549936315915, '649306': 52.599635277773544, 590055: 51.27899220914293, 650640: 49.74150658259446}"
55,55,649311,"{649311: 89.93286025275728, 649317: 68.73073378750986, '649308': 66.10736730340226, 649301: 65.39707188369057, 649303: 64.48665034546858, 649313: 64.48665034546858, 649306: 63.399528276499865, 649302: 62.54771649498074, 649309: 62.54771649498074, 649308: 62.10371335370479, 649310: 60.91096373226161, 639433: 52.807549936315915, 590055: 51.27899220914293, 576388: 49.65394415307524, 577131: 49.272483929038486}"
56,56,649312,"{649312: 86.18547201677684, 649310: 75.68978632849998, 649306: 66.63605739706846, 649311: 66.10736730340226, 649302: 65.74076084979356, 649317: 65.74076084979356, 649301: 64.86920308045644, '649302': 64.0204522922015, 649313: 64.0204522922015, 649309: 62.54771649498074, 649308: 61.60242771659371, 639433: 52.807549936315915, 577131: 52.599635277773544, 590055: 51.27899220914293, 576388: 49.65394415307524}"
57,57,649313,"{649313: 118.97101869717137, 649303: 71.19716048166244, 649317: 69.80907829353981, 649302: 69.43854631964561, 649301: 68.51796518012031, 649311: 67.12130233245438, 649306: 66.63605739706846, 649312: 66.63605739706846, 649308: 65.06744027765151, 649310: 64.0204522922015, '649303': 62.54771649498074, 639433: 52.807549936315915, 577131: 52.599635277773544, 590055: 51.27899220914293, 358666: 48.07528948943856}"
58,58,649317,"{649317: 94.28593490778745, 649311: 69.66674955392642, 649313: 67.98230973726491, 649306: 66.63605739706846, 649312: 66.63605739706846, 649302: 65.74076084979356, 649301: 64.86920308045644, '649309': 64.0204522922015, 649310: 64.0204522922015, 649309: 62.54771649498074, 649308: 61.60242771659371, 639433: 52.807549936315915, 577131: 52.599635277773544, 590055: 51.27899220914293, 596665: 49.13146898628076}"
59,59,649430,"{649428: 349.366496799662, 649430: 349.366496799662, 773706: 123.22886771610078, 789838: 99.412787349652, 763474: 72.88431378255798, 296706: 62.046203027603795, 827851: 60.6938065039913, 525438: 60.0312909705741, 946605: 59.012454872088526, 781808: 58.97362311096697, 466894: 58.4318601691136, '649428': 56.76424198576801, 222748: 56.082268850968504, 284108: 56.020593050984395, 847149: 55.94212493514266}"
60,60,649455,"{649455: 101.83699931757917, 638737: 69.50224150134407, 412640: 67.59462203621446, 261335: 64.68568271848943, 628097: 64.41595748763562, 786583: 61.93983516251436, 736080: 61.12257927912114, 644460: 60.971350681765294, 817880: 60.760731767100324, 629039: 60.70676449083639, 458561: 60.04583032560095, 655945: 59.450112395835795, '627677': 59.13924633418405, 857423: 58.991724701612114, 645996: 58.678215099021486}"
61,61,649480,"{649480: 85.7741567818854, 608964: 24.587559896289175, '608964': 24.50287238771951, 814232: 22.818894790632964, 726444: 22.597676742688652, 890259: 21.82579100678596, 867343: 21.661118132551792, 721177: 21.64029331796749, 817723: 21.624086664736357, 841919: 21.11429002700371, 222111: 21.032254780543852, 917656: 20.907158045845414, 891484: 20.767486721268508, 786182: 20.50671843397133, 649168: 20.4986817661337}"
62,62,649548,"{649548: 157.98314452608398, 268407: 63.51625245940305, 644106: 63.186160354589944, '638352': 58.27256831648008, 647906: 57.82448858219481, 293477: 57.57343507830223, 644863: 57.50532380607033, 606501: 57.29389705544404, 634838: 56.996905188128764, 301110: 56.209769493803066, 599090: 55.394844838438104, 288772: 55.32595529190347, 262135: 54.02172878126407, 627677: 53.27750520327067, 627764: 53.26334216409155}"
63,63,649562,"{649562: 287.32010585752425, '647832': 76.23293788518322, 296754: 76.23293788518322, 718507: 73.8240736876887, 455997: 70.89921582016491, 303716: 70.82847930506466, 317358: 70.62349611691891, 316824: 70.06952561693564, 353195: 69.54531649983568, 658901: 69.3503005451368, 544267: 69.32903542899308, 272468: 68.92884064791633, 655453: 68.0078489934746, 795920: 67.95141229909822, 533399: 67.82170706975135}"
64,64,649586,"{649586: 89.2918965854673, 642426: 36.9535325283105, 629769: 36.3193396899796, 638728: 36.10116064890962, 686063: 35.02196469175913, 649526: 34.131115146952965, 497114: 31.666183511797172, 649621: 31.537313821855513, 649614: 31.159300171109166, 292403: 30.797557946426853, 660279: 29.551617149628377, '638728': 28.74885295864134, 478572: 28.689258915268095, 506753: 28.46751866138212, 473955: 28.430333124064514}"
65,65,649612,"{649612: 152.80032252718473, 653447: 58.62891063557603, 633705: 57.559017914374444, 552557: 57.1742791374848, 782150: 57.08344935066055, 396640: 56.88916480443304, 232153: 56.723952711292895, 640955: 56.5803640274337, 703521: 56.35628711025639, '644146': 56.07973360397864, 635249: 55.78279268123699, 293720: 55.53067017896593, 645840: 55.49393696002596, 549312: 55.43389955987842, 324782: 55.428974859186}"
66,66,649638,"{649638: 140.73241403727258, 657822: 71.27173487732928, 655946: 67.7081895679442, 362142: 67.53328783785264, 653855: 66.27921444466426, 640477: 65.62271342233834, 567316: 65.36690305608005, 628838: 65.32466238631199, 657623: 65.32466238631199, 440648: 65.30271259673282, 468069: 65.29818464098251, 497489: 64.82304534592869, 502833: 64.72208744276509, 566579: 64.44698524017073, '644378': 64.21783561008053}"
67,67,649678,"{649678: 114.54074612681536, 814404: 30.442037298224424, 450965: 29.583592642332963, 484743: 29.48234489102501, '649444': 29.236554772438783, 340649: 28.89591019137652, 633998: 28.681380780605082, 682678: 28.176035657289347, 492057: 27.878913527803476, 947930: 27.67272125276582, 647994: 27.419777502205676, 629275: 27.197337706132362, 650536: 27.18707893780015, 486978: 27.063436373652955, 820995: 26.940025568047318}"
