,Unnamed: 0,original,duplicate
10,10,230334,"{'219165': 196.20766655602313, 271029: 62.58636799253124, 274197: 59.82804429807527, 393743: 59.64522739835331, 80362: 58.01020267351449, 166304: 57.8198048198127, 205675: 57.28471602895215, 191413: 56.329310386213066, 166548: 55.45044640050657, 86741: 55.42135334523322}"
11,11,230423,"{230423: 171.4426191200834, 402476: 43.89023483670223, 213781: 43.10862463128883, 313679: 41.892858673959246, 119713: 41.13140427590401, '199499': 38.946485561061344, 193525: 38.021653814166555, 99522: 37.68487059867375, 218883: 37.46479845504701, 55890: 36.689921759609284}"
12,12,230446,"{230446: 227.70367872727866, 113035: 57.359032478764824, 22678: 55.00723322409726, 225949: 53.82617945564549, '225949': 51.39443402433262, 225867: 50.157243013162656, 5266: 44.388581649920965, 88134: 42.92531822404902, 220691: 42.05400346223886, 70061: 41.53120138892345}"
13,13,230854,"{230854: 199.24171177387646, 135638: 30.963392616054303, 10317: 29.579063497757993, '191415': 28.748116802368415, 11385: 27.295014531195715, 224428: 26.421704295333196, 400727: 26.2786143074238, 4605: 26.223526527336436, 6782: 25.39304428105042, 73685: 25.302855690016596}"
14,14,230865,"{230865: 123.47702078703448, 240405: 33.42040445449716, '194935': 32.46511593964738, 127437: 32.1975430320933, 219039: 31.960880986337173, 4922: 31.067179699529824, 160767: 30.59738885414567, 167352: 30.391108415524634, 117800: 30.23548686557437, 341241: 29.362092471420823}"
15,15,230888,"{230888: 203.90835438143284, 320566: 46.70397518974177, 320567: 45.13732588857776, 320568: 44.63820765475559, 208022: 41.14830838239985, 32928: 40.66192817965712, 110083: 39.67119217045888, 262689: 38.40962976529591, '150591': 38.33990870673965, 226867: 37.81163269277291}"
16,16,230940,"{230940: 61.35450810866307, '230470': 34.03117675128199, 103890: 29.06731896114237, 100663: 21.841763807176616, 256261: 20.913340197361503, 83408: 20.139484028846038, 83429: 20.139484028846038, 35340: 19.559090189970327, 305230: 19.29423288905742, 75813: 19.203627574900292}"
17,17,231132,"{231132: 85.68348745990023, 310529: 24.23456039518107, 140250: 22.456781643269778, 71303: 22.305332569859587, '200364': 21.608174522074762, 106161: 20.843904877640053, 162671: 20.491425249315597, 200435: 20.30530650069018, 165036: 20.279090427008583, 165038: 20.279090427008583}"
18,18,231137,"{231137: 141.3787319733057, 70886: 48.12567701524581, 110089: 39.97131088257272, 60717: 38.84363180624113, '60717': 38.79778737162574, 41085: 33.964103399361946, 17371: 30.303730362650057, 231307: 28.37767187451246, 56907: 27.81360420282642, 57509: 27.786356527305625}"
19,19,231160,"{231160: 302.7704974004444, 182399: 210.2378841444376, 217761: 192.89745446249145, '185321': 189.7791950254548, 256421: 158.81827726529588, 214123: 154.45962848083872, 50185: 150.33282197226234, 215632: 149.67310228667685, 53185: 144.68720518298434, 231175: 137.4933628346363}"
20,20,231215,"{231215: 133.33560050760224, 224360: 41.439841534312826, 266292: 32.11020206214836, '224360': 31.200771842221794, 376228: 30.062947132398023, 391379: 28.878404335860864, 220293: 27.274359816792117, 315202: 26.727135814325482, 270508: 26.547806302925785, 376813: 26.38619203613473}"
21,21,231236,"{231236: 168.72080334510792, 192481: 36.443383611067844, 59311: 32.13712390114662, 54753: 31.360488406624516, '54753': 30.99853512084813, 361410: 30.767056762814285, 167296: 30.174341131910495, 51420: 29.81779361605685, 76760: 29.01198107652401, 41168: 28.81165287634311}"
22,22,231254,"{231254: 104.5881586680539, 316963: 28.942685091292347, '228971': 28.852708043388112, 267038: 28.002058452368402, 184881: 27.888039182395932, 57646: 27.448855315804302, 68434: 27.15756527942434, 254442: 27.07957657938278, 346666: 26.98172981922223, 35483: 26.77971025458185}"
23,23,231264,"{'199973': 181.01160540266085, 103056: 44.10113441421473, 91510: 40.43035981355486, 210568: 39.84480531505571, 30753: 39.51264025086389, 173994: 39.16912628095431, 25795: 38.81757049689517, 111519: 38.53388152146785, 378300: 37.320001632085805, 226177: 36.628535027333534}"
24,24,231600,"{231600: 224.19178003980835, '102766': 94.63271810947985, 18830: 46.83171263275159, 206394: 45.34327392911215, 233345: 42.47539952008581, 10988: 42.020144594442606, 284165: 41.61051561233498, 27461: 41.58331289225525, 27460: 40.887479469114304, 228973: 40.545756856822855}"
25,25,231638,"{231638: 158.53937170716551, 218574: 40.81176737403683, 261865: 36.069531135419304, 36716: 34.34542253973102, '157506': 33.97429761490988, 42835: 33.517702463900356, 195595: 33.42205823401762, 303691: 33.21597886601885, 149647: 31.313404967754984, 149656: 31.313404967754984}"
26,26,231682,"{231682: 161.19684080932927, 176993: 37.82920707430728, 226832: 36.1740136920241, 67089: 35.994419247853415, 226104: 35.97526087167494, 33600: 35.372341741080504, 284688: 35.256349265560715, '226832': 34.25940883678401, 224349: 34.1956225839748, 291323: 34.02374633387647}"
27,27,231794,"{231794: 325.7132475780706, 234613: 223.41065693599379, '212020': 148.22898946350034, 203461: 129.25160181725704, 258316: 122.42220757693798, 250804: 105.26158067286498, 230048: 94.25313404183703, 198319: 93.68221312147126, 179049: 89.07030780740695, 217237: 86.60443888587204}"
28,28,231886,"{231886: 260.21296721771864, 230449: 121.89360614862842, 244407: 103.50807953536602, 246609: 81.66203258298671, 95020: 74.43918278955849, 123292: 73.46618669842593, 179095: 70.54946298257559, 140869: 69.3641011893468, 123300: 69.05191980248017, '230449': 67.82795427848887}"
29,29,232029,"{232029: 154.1036824635473, '231352': 47.438301772671394, 257846: 37.25896423489966, 277343: 36.62778015805634, 232080: 31.740846751615813, 261801: 28.29596112221304, 232076: 26.9908945821803, 231788: 26.201083363447765, 249448: 24.71207603756089, 277828: 23.667863738528915}"
30,30,232080,"{232080: 93.5820723994619, 232029: 26.5462159268653, 75796: 21.37782014858385, '232029': 20.91883493404353, 36991: 20.149964508139117, 233448: 19.921181269627667, 107381: 18.72264830817656, 112403: 18.606687565331775, 232025: 18.499605488110937, 232026: 18.20329954266974}"
31,31,232103,"{232103: 203.0993816130394, 232834: 116.28514170489, 232327: 94.37554940194379, 231669: 89.33368936106824, 144752: 88.82387850711314, 232854: 88.45534487847578, 231951: 87.6648884505462, '231951': 86.85521486139297, 144749: 83.3715288660991, 232092: 82.96256031642439}"
32,32,232181,"{232181: 180.67558304977604, 127320: 63.923767932843035, 93030: 40.63038252568489, 96704: 40.12834708599677, 300669: 37.94673065102879, 223330: 37.569116402682624, 173994: 37.47341814189247, '225754': 37.04113250434996, 183730: 36.937681578705934, 197781: 35.833287798071964}"
33,33,232183,"{232183: 197.94802417256918, 232199: 114.87512478301187, 232448: 98.34757790753883, 232699: 96.41660677993012, 286333: 94.9595748132996, 232590: 93.63570391801859, 232840: 90.32484303155587, 231958: 90.24129480724613, 231669: 85.14715853282502, '232103': 85.1464826850781}"
34,34,232199,"{'232103': 240.7729449203551, 232183: 143.20326761679937, 231958: 110.10805178146134, 232448: 96.66952754435042, 232840: 92.19132711979668, 232590: 90.32474878202089, 233443: 89.47111479017747, 232699: 86.6318317292176, 286333: 84.99934167613021, 232854: 84.10678821098725}"
35,35,232322,"{232322: 325.4675431424565, 232666: 142.90053397628805, 355041: 138.71469820806337, 236991: 136.98452587984204, 85826: 128.73052561670067, '230037': 128.0230276600412, 228140: 120.1294400315808, 228360: 119.95953236148385, 229765: 116.57178992391141, 227659: 115.85166397033116}"
36,36,232327,"{232327: 240.66456071319078, 232092: 120.78180700362998, 234265: 111.72935735033714, 232590: 104.47493581071649, 233709: 102.69684170034377, 232858: 102.53630544727145, 232832: 99.28106224513785, 232103: 97.88935063979783, '232183': 90.9357617337476, 235234: 88.9067307317341}"
37,37,232426,"{232426: 220.54504322641515, 187318: 63.861402096801946, 184433: 50.95899156816018, 296456: 49.57364789656857, 105554: 44.62973716060082, 21217: 42.995574658072464, 30193: 42.7507571167757, 208504: 38.54779896708611, '185509': 38.52985551382848, 285804: 38.07762643859623}"
38,38,232448,"{232448: 215.91841104606067, 232590: 120.82065133635894, 232699: 115.93622402004836, 232533: 102.5243620142962, '231951': 99.19960100808578, 232183: 98.34757790753883, 234443: 97.16222182565673, 231669: 87.96924487830805, 234265: 83.1750772042264, 232497: 82.18331962739023}"
39,39,232497,"{232497: 227.98827591250352, 234742: 114.08610782399018, 232854: 103.2111565460738, 232702: 101.94063091015492, '217341': 100.64561148588936, 232704: 99.22919733169974, 232707: 98.11156020265467, 233444: 97.93266106466417, 233709: 96.64222412974117, 231951: 96.24213569388262}"
40,40,232590,"{232590: 193.07558181079665, '232103': 113.94504216149463, 234265: 113.46511106534854, 232327: 93.22435064357467, 232699: 90.66031076188744, 231669: 89.34727115739138, 232183: 88.30712392914491, 232533: 87.17074649662173, 232858: 86.5965729335518, 234443: 84.39750160915669}"
41,41,232834,"{232834: 245.29044881072969, 232858: 158.49030140170694, 232103: 152.00386057870713, 234265: 128.8280811118889, 232590: 115.74403042220274, 232327: 114.60119497967185, 232617: 109.1203232128456, 232707: 106.04834661271606, 231951: 105.86287730466825, '232448': 103.14851343836305}"
42,42,232847,"{232847: 242.36855432525707, 232991: 70.1343068480394, 260049: 69.80412867122574, 260279: 66.70042501912422, 232822: 63.549003670854795, 188314: 62.13251992104631, 42069: 60.84181102028755, '232822': 60.03944215129709, 8095: 58.325552656340214, 234437: 58.26148631699603}"
43,43,232854,"{232854: 208.715670106899, 232707: 105.33426264315501, 231951: 103.5805639201255, 233709: 102.39555029713395, '232448': 101.17004601719785, 232497: 98.6213068411805, 232704: 97.4288864504411, 232702: 91.56054184398961, 233677: 91.3403801458658, 234265: 91.12498069392592}"
44,44,232858,"{232858: 220.76864545222287, 234265: 158.85685847263431, 232834: 134.79024925764264, 232707: 134.01387938159485, 232617: 122.57236635471264, 235234: 120.82842706870439, '232707': 118.67796038728405, 232327: 109.89751878969855, 232590: 104.01444913302309, 231951: 102.3456456163932}"
45,45,232991,"{232991: 319.3568389641754, 235975: 263.9064565813354, '232847': 217.6617797321191, 234272: 186.4380397882851, 227565: 152.97632154676256, 270427: 151.27602826568452, 234437: 144.01884991204713, 233969: 139.23793176521562, 260049: 129.9906156802342, 235613: 129.5942961441813}"
46,46,233040,"{233040: 169.37910256601205, 73882: 30.228136757121252, 140691: 29.46209120912483, 92135: 25.549756610515555, '213321': 24.97933494712038, 99043: 24.90808954653405, 43677: 24.009696850590213, 210946: 23.622768433466774, 189665: 23.272553553183997, 64325: 23.233392714326037}"
47,47,233073,"{233073: 59.606314585803936, 380880: 34.6581575174447, 397533: 28.57309139099298, '232746': 24.63637475263232, 87944: 24.37607140397932, 18874: 24.334100642642234, 74138: 23.92637945949449, 90905: 23.755455324463547, 94045: 23.617429628707956, 233750: 23.609468844586665}"
48,48,233297,"{233297: 262.84607263663884, 232666: 159.25148869721812, 237792: 155.74799769576015, 302519: 137.60613283640367, 238527: 131.4068250899339, 234270: 128.9529104305636, 220794: 123.50706613122544, 175192: 116.32893484772475, '232666': 114.95556277387357, 219375: 114.02864068319704}"
49,49,233311,"{233311: 87.12415828615804, '233301': 25.547109324318733, 75947: 25.299213944644862, 21015: 21.755761115669547, 26760: 20.634650539830496, 22766: 20.45247258781883, 190259: 20.35905318772529, 13413: 20.006130408953954, 9723: 19.858260670530658, 86875: 19.856994869525757}"
50,50,233345,"{233345: 120.05859867035083, 228838: 41.4953007347756, 225696: 38.221961845982854, 281451: 35.04590728443036, 225053: 34.451315931514785, 234349: 31.335651464577804, 226177: 30.907624364794398, 316964: 30.820555042281796, 320834: 30.58981312002448, '232823': 30.24722033987082}"
51,51,233353,"{233353: 125.63831421995681, 233750: 67.99293110418952, 232746: 67.51403391030499, 18874: 34.9519222719088, 235278: 34.77749647668082, 18876: 33.52234331454911, 63413: 32.882602814643, 179165: 32.52839263745799, '232746': 32.241536808814914, 234403: 31.97090391095786}"
52,52,233443,"{233443: 169.82315778750896, 234443: 104.93925469937383, 232702: 79.73280061101151, 232704: 79.65976548622997, 232533: 77.93520694867682, '232832': 76.40624837561808, 231951: 76.13599774147418, 285511: 75.56607694638123, 234742: 74.63226947142833, 231918: 74.55249572577704}"
53,53,233444,"{233444: 223.07770942627891, 231951: 121.58843097985844, 236256: 118.64019391841433, 232704: 109.11871931447915, 232497: 106.64288601571211, '232840': 105.88347882064038, 232854: 101.33827578440919, 233709: 100.73121773503244, 232092: 97.35584187140722, 232707: 96.87667078234793}"
54,54,233447,"{233447: 125.59788742811821, 258526: 42.68001650882732, 221044: 40.87016379665756, '195844': 39.36577629577576, 216051: 38.46332593411612, 198106: 37.756550730409955, 99236: 36.16137145191392, 187023: 35.346388079113225, 163627: 33.640190611073706, 273688: 33.18283963458651}"
55,55,233503,"{233503: 147.55957128550034, '194795': 48.308819349578116, 63847: 42.82499576645193, 193335: 39.81187675146211, 154546: 37.929985310105636, 284688: 36.457896603167434, 100853: 35.07944129454657, 156468: 34.671411561408846, 194275: 34.11894906673209, 231627: 33.237417930838724}"
56,56,233534,"{233534: 251.70865024070696, 202005: 53.231423633490714, 253673: 42.75575835985485, 88516: 40.90770642848374, 212086: 40.799759483135404, 245523: 40.31937428563519, '212086': 38.792493759591224, 95367: 38.57859699770256, 215243: 37.44654597216523, 246240: 37.15406520086293}"
57,57,233598,"{233598: 142.87048823019722, 234433: 38.1587604011054, 206480: 34.0546412552397, 52070: 33.507591338721156, '231500': 33.06776414874163, 136375: 29.31041397530808, 85965: 27.54303223778173, 49436: 26.428294766099533, 236104: 26.366110596485015, 310665: 26.192029831543383}"
58,58,233675,"{233675: 61.12065201341855, 50256: 24.956372889392007, 215204: 23.1745287791688, 5056: 21.4262132933953, 4910: 20.66466628910343, 231661: 20.384408751623063, 112182: 19.992861291895355, 5874: 19.694156833335686, 93188: 19.38058972335031, '220852': 19.37296085016323}"
59,59,233750,"{233750: 115.83602122020172, '233353': 70.8852510147229, 233353: 64.56906649753378, 65681: 40.049771415727335, 63201: 37.322242261583185, 63413: 34.86364484264581, 18373: 34.63498020521507, 18370: 33.940015372780024, 18371: 33.51805502912929, 65329: 32.36926361013425}"
60,60,233759,"{233759: 113.06647576209177, 260712: 43.38152491963082, 203718: 40.78832115760132, 198229: 38.62571840711663, 97682: 33.39660752335983, 263746: 33.27864083315738, 260683: 33.037986488656436, 201107: 31.61140629531303, 245385: 31.50187762422981, '156808': 31.468412867795408}"
61,61,233841,"{'227665': 220.5934092239551, 213194: 68.1740420204406, 133304: 62.30777963158249, 280827: 56.16013322649283, 282945: 55.949919567688525, 135747: 51.575333070155295, 249927: 43.05245356113992, 64609: 42.279904564785376, 400576: 41.47812874079644, 97338: 41.05297600331982}"
62,62,233951,"{233951: 130.68661080852024, 238287: 37.03957505963381, 237613: 36.41544373640516, 231461: 35.00827217623186, 262689: 34.98841762348897, 229181: 34.9608926524306, 226529: 34.78630940308138, 235090: 33.9736379404533, '218200': 33.45789449791203, 236693: 33.13522679984253}"
63,63,234006,"{234006: 255.56957113437545, '233969': 201.2734039835835, 195637: 123.80394568888173, 248414: 116.27543024946814, 194458: 113.14935458094892, 253218: 112.36024139925217, 228968: 111.86042832070362, 257710: 111.84425784177292, 217297: 111.03219926933139, 385090: 110.71910053941161}"
64,64,234051,"{234051: 107.1981574721852, 130712: 27.174662658376896, 275414: 25.000680628761245, 169012: 23.441697509059086, 131551: 23.360750601091333, '224278': 22.86783079812826, 224514: 22.82435867605502, 122198: 22.52118289227937, 224278: 21.84867555310193, 251306: 21.720280756684673}"
65,65,234218,"{234218: 111.48997060826547, 210210: 38.1590769563486, '115647': 37.846104710304886, 307287: 34.15689749395672, 235854: 33.31148768724913, 150996: 30.45634522949606, 269413: 30.248566523648172, 45776: 29.768500457612856, 41760: 29.629539767242626, 362309: 29.590722508099095}"
66,66,234271,"{234271: 313.90552527912126, 234270: 163.54155139454755, 229748: 154.3580562930606, 234272: 151.10360820704298, 231795: 132.26008587572863, 233969: 131.51491688085125, 216367: 127.851114218096, 224476: 123.68200722091727, '234270': 121.36247310434872, 234006: 119.03222060168284}"
67,67,234272,"{'234271': 297.681945885245, 235613: 159.9166238975973, 232991: 157.95167454197005, 227565: 157.94454122497163, 234437: 157.78494955986136, 229748: 151.06529541460566, 163455: 149.80372997627444, 234271: 148.5912741419539, 216367: 144.9642282286505, 228888: 141.04819178696988}"
68,68,234284,"{234284: 152.3608641711133, 200743: 38.358861638109396, 24842: 38.24686419714548, 85832: 37.684105570100186, 178203: 36.910328827871105, 198514: 35.721551199003365, 234403: 34.71090604441146, 240977: 34.579068416643494, 46219: 34.41751904604804, '64116': 33.46285248907118}"
69,69,234290,"{234290: 198.03414235678426, '222247': 79.86398187998668, 222247: 76.03060462409671, 205440: 64.09603877871756, 241831: 62.129511816403785, 211817: 59.278971972917844, 224594: 52.67666832098387, 214412: 51.13325721980381, 175127: 40.82800989373165, 268584: 37.75070147549497}"
70,70,234349,"{234349: 145.1503334886847, 123214: 38.17833139301392, 226177: 35.33375356842061, 32728: 35.1921441345623, 67351: 35.18881705432789, 49786: 34.977744153657696, 291323: 34.47775393958842, 233345: 34.062721997899345, '233345': 33.74271047816019, 268094: 33.73231517246016}"
71,71,234436,"{234436: 413.0283067623496, 234272: 206.63157663837555, 264194: 197.11922558222582, 304685: 193.08473641217745, '202819': 186.60448684242468, 227565: 185.9596177196648, 231470: 175.96791751312338, 267109: 175.27720521952492, 357199: 168.60022370911636, 222655: 168.51862440156484}"
72,72,234443,"{234443: 167.74713363292565, 232533: 107.9349496173643, 233443: 103.75261727319878, 232448: 80.57442520863135, 234742: 75.23478572784896, 232704: 74.99789718494392, 232590: 74.21216619847506, 232702: 72.07770945564796, 234265: 72.02788031944488, '232533': 72.01597442704029}"
73,73,234482,"{234482: 130.6054382692294, 53344: 43.6998417561513, 321983: 33.719692183623785, 237163: 32.808728839558825, 204754: 31.968786988657925, 236194: 31.67901188177194, '53344': 31.419444927948767, 263799: 31.377181917966592, 323172: 30.2695242608585, 42197: 29.585830859220074}"
74,74,234613,"{234613: 321.54481768957805, 231794: 225.2206153919066, 184475: 145.7345798459114, 203461: 129.25160181725704, '196036': 122.42220757693798, 250804: 108.66692769315637, 230048: 94.25313404183703, 198319: 93.68221312147126, 179049: 89.07030780740695, 217237: 83.64852470641151}"
75,75,234649,"{234649: 230.5748831512734, 120510: 88.77199283933285, 182641: 83.23683323803965, 141687: 74.9135399618076, 60492: 73.55412307319084, 247676: 73.55412307319084, 309862: 72.97460761934288, '215402': 71.87393420499772, 52593: 71.07890706843234, 202524: 70.70898550225226}"
76,76,234728,"{234728: 169.57837700687074, 31107: 38.12222829648402, 162910: 36.27574328426027, 154052: 34.317190881105454, 108315: 33.66531169190428, 235763: 33.44145757364362, '49996': 33.40032633340597, 49996: 33.259853027835774, 197839: 32.71662772635262, 175707: 31.938942370881037}"
77,77,234744,"{234744: 239.00918819617206, '198591': 48.9635867186406, 111477: 47.40959010039203, 28576: 47.20289331114744, 10281: 46.01045783677678, 30735: 45.72558949251499, 77312: 45.218926155882016, 128534: 44.9724506509238, 187198: 44.71434033480025, 170385: 44.18421785394896}"
78,78,234773,"{'214831': 437.16770770659406, 231267: 395.21038738011237, 214364: 238.6487282919848, 421386: 220.96454066049228, 326201: 202.30187034294377, 190859: 194.41495221727988, 286178: 191.4972378370361, 193317: 180.8402060170285, 292879: 173.89091737444204, 410182: 160.53523304483141}"
79,79,234806,"{234806: 64.05230598178335, '120631': 31.42953800280602, 120631: 26.134529798262783, 163112: 24.925203649501658, 26353: 23.40203211797603, 40849: 22.699221630173668, 67915: 22.591878687359173, 224941: 22.54330376299321, 12721: 22.47993240178286, 252712: 22.43956567466786}"
80,80,234968,"{234968: 114.51428567349613, 245877: 36.200545386792136, 231877: 29.81332437929446, 231449: 29.3954903096532, '229474': 28.496719718501577, 237884: 27.70720027861465, 231510: 27.53268539998117, 234082: 27.336335632347883, 233422: 26.868038477017294, 231502: 26.775981319019806}"
81,81,234998,"{234998: 80.2951358755775, 84741: 21.448270599213792, 80805: 20.247095101140708, 110139: 20.119286330878634, '145997': 19.36228463533714, 283889: 18.37696454940275, 82824: 17.766643181602056, 77150: 17.64657450770446, 79149: 17.64657450770446, 120829: 17.532758647514555}"
82,82,235016,"{235016: 61.29223724728234, '233051': 22.547724418888784, 392106: 21.81408117112211, 251306: 21.39911110889065, 178894: 21.241838914350055, 2104: 20.43447066245519, 402960: 19.51268473393274, 84719: 18.92056970695382, 73020: 18.800301030619785, 153741: 18.67302729600094}"
83,83,235166,"{235166: 254.19924506231237, 235157: 224.6606106561917, '235157': 63.04590865235207, 19770: 62.157992665103905, 226177: 61.921860189157826, 142967: 61.90358850714097, 216064: 60.55031435490669, 198952: 58.97082011146513, 52688: 58.82864733525822, 43255: 57.05064493028315}"
84,84,235219,"{'197826': 101.56380640687432, 15548: 29.929540180909598, 252430: 29.82618678739398, 86587: 28.326543077890538, 22974: 27.68995266240208, 212855: 27.273697138076006, 71870: 26.968053552667588, 89700: 26.696760777651836, 26594: 26.497412154856846, 64883: 26.198539603659214}"
85,85,235234,"{'227558': 210.34046067788063, 234265: 112.00660098298019, 234742: 110.44480654716554, 232858: 104.64164070122176, 232617: 103.97303930442966, 232707: 99.71029805640937, 236859: 86.2455509174889, 232704: 85.14171694408817, 237077: 83.39931797392099, 233709: 82.95303194804387}"
86,86,235278,"{235278: 143.46712631178968, 233353: 36.52875851761475, 281669: 35.567143411247116, 281670: 35.567143411247116, '232578': 35.567143411247116, 232776: 35.43117125875492, 223952: 35.18176705912805, 234403: 34.39729773182511, 171602: 34.36200561753646, 318061: 33.51502339644517}"
87,87,235348,"{235348: 76.8882939784419, 118119: 26.232629284372855, 126995: 23.48516329496135, '234262': 19.555360557758235, 266372: 18.750690551727867, 40159: 17.98543410312692, 114724: 17.89392151715112, 122433: 17.706242389652907, 125163: 17.42276339968422, 56986: 17.307423704736372}"
88,88,235373,"{235373: 143.51463603950626, 128509: 44.58265898240707, 138651: 42.29925522207487, 75945: 38.65010229872667, 235018: 35.70554548922147, 128994: 31.141256001332618, 204935: 31.064460816260226, 129517: 30.26896320434563, '235018': 29.625062078953473, 192318: 28.96263017970872}"
89,89,235541,"{235541: 164.8350409932781, 235020: 42.016965371568794, 377124: 40.76902027730938, 250061: 38.361255580579815, 171358: 35.05637214038981, 134041: 32.71805534738661, 233841: 31.362492528189676, 332917: 31.236723433263407, 240052: 30.788823986213902, '235020': 29.527013528743627}"
90,90,235759,"{235759: 180.8032235254554, 235020: 38.22939259366338, 244223: 36.36028149157263, '224314': 34.09143642715915, 223280: 32.25582960614593, 247681: 30.631756125705124, 202240: 30.25325936717529, 236575: 29.593123278788955, 252674: 29.268693724511298, 406736: 28.991037074173946}"
91,91,235763,"{'231776': 206.8723354766382, 243706: 116.4368585383567, 231776: 105.86266769498354, 191413: 105.79884348217675, 332170: 97.18157622682585, 92230: 91.61767726649738, 244931: 89.45703880572088, 154052: 89.11499103730586, 115176: 88.1538615723167, 283190: 88.0918196649207}"
92,92,235833,"{235833: 781.2023341902918, 214092: 163.53017553429126, 301724: 149.61225817370882, '229882': 139.36852276110545, 239039: 134.16379511189695, 103591: 121.9693814452197, 124414: 121.68338005019659, 227067: 117.18543326239836, 325675: 115.23235317212814, 202381: 112.39720582159424}"
93,93,235970,"{235970: 191.47211629335882, '23213': 49.41252844253279, 30956: 36.82138890270833, 81735: 36.815065172438175, 282019: 36.52914026413699, 4487: 35.861103727027675, 21418: 35.154515443634246, 21246: 34.76249698581915, 49443: 34.33603302808133, 25225: 34.31261051759179}"
94,94,236061,"{236061: 103.94666588265778, 47184: 29.165062971361113, 22926: 27.99124147066684, 265776: 27.860094815704297, 258203: 27.520995748638118, 201795: 27.257683491728482, 279227: 26.90153444738043, 50913: 26.88434899166561, 121722: 26.37176614753271, '173679': 26.37048666175085}"
95,95,236078,"{236078: 181.30113503176077, 115371: 54.08178296652963, 243012: 47.987137080971635, '235661': 47.556831449313265, 213441: 46.03640508902455, 204563: 44.67235465297042, 177085: 43.48513909679104, 199384: 42.36525501264977, 248573: 42.22841103151707, 255230: 41.971582289839645}"
96,96,236292,"{236292: 59.8129229589466, 236200: 32.374356429063425, 231408: 27.662801225722365, 126814: 21.075079683776842, 236289: 20.907376858893986, '236200': 20.05028357957373, 265445: 19.330889197130567, 236261: 18.97732006816425, 137200: 18.428928180455898, 35241: 17.722318988885817}"
97,97,236302,"{236302: 61.11043753977227, 65987: 25.566098884110566, 62821: 22.041319129618785, 346747: 20.884179552653883, 234846: 20.37589803883574, 236093: 19.417505325326715, 235657: 19.233713719091707, 311213: 18.67912958906716, 234333: 18.03087960585733, '236093': 17.785341484764245}"
98,98,236324,"{236324: 271.7764069028953, 86454: 137.31766805331515, 309718: 133.6269713114486, 229359: 130.96502279010315, 154611: 129.97525710431978, '218412': 128.23571879422283, 380787: 125.93932500863905, 89690: 122.34099975181688, 390753: 121.05744620641502, 176167: 119.06838569940176}"
