,Unnamed: 0,original,duplicate
10,10,230334,"{26470: 0.9623206426748441, 393: 0.9613288177846523, 20591: 0.9608055431644045, 2053: 0.960618297754309, 1570: 0.9600978238156894, 1228: 0.9597006176050561, 8: 0.9595421590998968, 32447: 0.9594060626036576, 600: 0.9590575397742719, 284: 0.9589862290378139, 147: 0.9584894562076681, 81122: 0.9582186895768413, 73394: 0.9580484988727103, '219165': 0.9579086579793211, 47915: 0.9577516643804496}"
11,11,230423,"{8: 0.9658644713286746, 267: 0.9658187052885583, 2004: 0.9635020813772461, 1570: 0.962587891791138, 128: 0.9620692679298511, 600: 0.9615022674555906, 934: 0.9614871777654415, 248: 0.961398196031565, 41125: 0.9598112362470527, 989: 0.9597130742720608, 1592: 0.9591726273607634, 81122: 0.9590380459127121, 17516: 0.9582989463672207, '199499': 0.9580689423369826, 31278: 0.9580506131233835}"
12,12,230446,"{1552: 0.9593288660030739, 966: 0.9565384774145352, 1228: 0.956455181537788, '225867': 0.9558306569100771, 47683: 0.9556500731626102, 11073: 0.955248663479501, 1549: 0.9552315183604457, 561: 0.9543005679039152, 357: 0.9540156837392462, 73835: 0.9538310726756372, 21251: 0.9536510621077583, 47915: 0.9535753424310197, 358: 0.953560112754358, 30488: 0.9534887897582612, 1879: 0.953459802364271}"
13,13,230854,"{5793: 0.9717980518107964, 22748: 0.9701030007985298, 52781: 0.9693705430390446, 22747: 0.9688033995616065, 27226: 0.9681364310399321, 9027: 0.9678017923519878, '87368': 0.9671684084088111, 4482: 0.9671455333929925, 3327: 0.9670179240249885, 59396: 0.9668552433069407, 18841: 0.9667609609050034, 35667: 0.9666987615864127, 17396: 0.9665814081927429, 74525: 0.9664462404210042, 537: 0.9663816353224653}"
14,14,230865,"{9371: 0.9683647014460552, 30478: 0.9674174136883423, 21883: 0.9667066312243026, 44195: 0.9660134636687697, 5352: 0.965791043155964, 61586: 0.9651248987921043, 7340: 0.9643303768281298, 51567: 0.9641893267303752, '194935': 0.9637032768576841, 58070: 0.9635513647587779, 51724: 0.963538826559691, 1612: 0.9633895822599093, 74259: 0.9631348450459215, 238: 0.9630885141678777, 34151: 0.962952565480991}"
15,15,230888,"{81419: 0.9613805988619012, 83299: 0.9566627612223287, '150591': 0.9563502213762909, 79971: 0.9553080003417072, 147: 0.9548504450369051, 205: 0.9540660791789198, 84764: 0.953970411118823, 28552: 0.9532574061042797, 60543: 0.9521636753809748, 14657: 0.9517676265768358, 47915: 0.9516030681857428, 78237: 0.9514072814775542, 32447: 0.9512983090356654, 19743: 0.9507573341607911, 48575: 0.9503518710704223}"
16,16,230940,"{73835: 0.9871898208645792, 74186: 0.9840064859096812, 2126: 0.9832815749302757, 645: 0.9832687689898028, 9329: 0.9832037162382494, 68698: 0.9829619530253435, 84112: 0.9829408503663701, '230470': 0.9829018274073291, 32995: 0.9828993402778534, 64519: 0.9826647492481297, 267: 0.9826173207876461, 46054: 0.9825014378133822, 1761: 0.9824939085791672, 84764: 0.9823956194164627, 45736: 0.982304978392238}"
17,17,231132,"{38736: 0.9839682544767854, 3392: 0.9839304739654003, 30950: 0.9823694788942179, 9366: 0.9822382807491336, '200364': 0.982191731637724, 51622: 0.9821101014031622, 87: 0.9819876771166152, 645: 0.9815491294961336, 58895: 0.9814230825050239, 9568: 0.9812440363253627, 9329: 0.981018731570163, 15639: 0.9810161288961041, 73933: 0.9808294296649633, 62666: 0.9806955001380998, 258: 0.9806548700224673}"
18,18,231137,"{3571: 0.9700678299734727, 12656: 0.96830192506495, '60717': 0.9673672738501827, 55118: 0.9672004649952548, 6192: 0.9671505667329505, 70253: 0.9670496343150962, 48646: 0.9667204181297034, 14657: 0.9663577257504332, 39334: 0.9663576918192226, 37072: 0.9663505493845156, 11479: 0.9663137744354049, 54977: 0.9662805648570623, 13771: 0.9656892812324945, 56210: 0.9652491728146022, 58895: 0.9652125796546454}"
19,19,231160,"{2400: 0.9332282803671773, 15: 0.9308968211249057, 1631: 0.9242940114395413, 10444: 0.9239687179913781, 23: 0.921890927393147, 16: 0.9215591253042219, 71: 0.9214574597294831, 86: 0.9209299626448024, 14: 0.9205818493256499, 32974: 0.920532881691146, 15731: 0.9204734047648134, '185321': 0.9195244272348952, 16063: 0.9193087606075949, 78237: 0.9189001062948562, 41394: 0.9187320149403273}"
20,20,231215,"{73835: 0.9763751901001819, 267: 0.9748282017635865, 1592: 0.9740142127579138, 31105: 0.9738381249754777, 220: 0.9737374711767098, 64859: 0.9735892687936717, '224360': 0.9733096286612082, 30950: 0.9728055135888277, 68698: 0.9727858314201246, 38736: 0.9723916546354832, 29915: 0.9722900110879901, 7399: 0.9721739586766518, 44258: 0.9721034097921231, 111: 0.9717057154300857, 9366: 0.9716748671311742}"
21,21,231236,"{5317: 0.9689731760863897, '71625': 0.9675481513598075, 218: 0.9673337381267871, 53211: 0.9631638381627136, 15660: 0.9630797602489323, 270: 0.9630605122290037, 183: 0.9627626091962496, 621: 0.9625828665146083, 5581: 0.9621187734696425, 9322: 0.961934745332312, 2365: 0.961623897252445, 5257: 0.9614664068900612, 15165: 0.961170606155288, 16401: 0.9608409391476378, 127: 0.9606558405184742}"
22,22,231254,"{4039: 0.9752628405062146, 49665: 0.9740201646037588, 48649: 0.9731223527230628, 36260: 0.9729922324920557, 23727: 0.9727770451181951, 4560: 0.9722091362296225, 48429: 0.972140596651854, 24441: 0.972026837836612, 3701: 0.971811081795458, 12190: 0.971791411089929, 26928: 0.9716587869282913, 27367: 0.9714179580869503, '228971': 0.971231227245748, 5352: 0.9710032596604731, 17632: 0.9709315730952375}"
23,23,231264,"{1627: 0.9588101744080646, 1541: 0.9537567901626073, 5: 0.9504868993793479, 49648: 0.9492504234905638, 2557: 0.9487463149912948, 1545: 0.9486337271821506, 1550: 0.948204514333367, 14846: 0.9474934773593243, 2403: 0.9473780093602159, 14701: 0.9468931358241687, 1416: 0.9466944743136713, 49665: 0.94661914628197, 5320: 0.9464912614398914, 16734: 0.9464086431183709, '226827': 0.9460456158720064}"
24,24,231600,"{11555: 0.9469594562784575, '102766': 0.9467457163294128, 49648: 0.9463063634638901, 2403: 0.9437078635244104, 30979: 0.9433995622714155, 51826: 0.9422980865754211, 40975: 0.9422447795367905, 41924: 0.9415819973465493, 11561: 0.9409349278652211, 2557: 0.9396723790215908, 14846: 0.9391632004160058, 14701: 0.9391427566828203, 14023: 0.9390393398571661, 36870: 0.9390093924194006, 73394: 0.9389735035626867}"
25,25,231638,"{'157506': 0.969512044437345, 6144: 0.9668120866671527, 12155: 0.9665777624634783, 54655: 0.9664704110821961, 37077: 0.9661180530386418, 9976: 0.9657276650670903, 6115: 0.9655593929016001, 43679: 0.9652801723344774, 18976: 0.9652588237433811, 41948: 0.9652397939852977, 18808: 0.9652366987856238, 71942: 0.9649669550220068, 5320: 0.9649020542010114, 71448: 0.9645682357245693, 33325: 0.9640862575225996}"
26,26,231682,"{7204: 0.9623136713806059, '227193': 0.9582192882476901, 23377: 0.9557378318080179, 26128: 0.9554167660530622, 4454: 0.9551165014307128, 40948: 0.9548857241448767, 53002: 0.9544542337113854, 238: 0.9541546091741004, 65288: 0.9536998889409702, 16981: 0.9535730614863036, 25271: 0.9534165907828666, 56868: 0.9533889762448653, 29307: 0.9533484433342527, 9976: 0.9533036454017495, 10351: 0.9532710892411085}"
27,27,231794,"{61620: 0.9613535462221553, 5175: 0.9601779094484162, 66532: 0.959712227014734, 20591: 0.9590415406517157, 39299: 0.9590045078878648, 81122: 0.9585262181847629, '184475': 0.9584808627657688, 26470: 0.9584495434836862, 16413: 0.9584014789809238, 74525: 0.9580695281995375, 12610: 0.95748840958798, 7153: 0.95732271752211, 40779: 0.9573175846879043, 29011: 0.957042059752934, 46910: 0.9570014629535403}"
28,28,231886,"{270: 0.9598524222644981, 33325: 0.9525211733777762, '230449': 0.9503245464119121, 15165: 0.9498758352461746, 8691: 0.948975958916049, 59854: 0.9478378882233912, 27478: 0.9470511837342739, 5855: 0.9464680707664052, 16981: 0.9460172344054978, 113: 0.9451435280138796, 4952: 0.9448071536747169, 31105: 0.9445454415115525, 5054: 0.9445372354141484, 55476: 0.9442225480839099, 204: 0.9440446203782871}"
29,29,232029,"{36752: 0.9749320939644318, 25764: 0.973877994643907, 80307: 0.9725271035362784, 5855: 0.9718409375719499, 22285: 0.9717312924852556, 28409: 0.9713668619030636, 600: 0.9712260798430404, 30998: 0.9710420444423615, 69876: 0.9706648570503552, '231352': 0.97057963557171, 82118: 0.9704563809008355, 18859: 0.9702324714050936, 70176: 0.9701265122786373, 27054: 0.9700771526186067, 15079: 0.9699203906415925}"
30,30,232080,"{66717: 0.9851045625835197, 55209: 0.984034783668433, 18859: 0.9839930997613077, 24572: 0.9838243452733284, 40942: 0.983649960502543, 23997: 0.9834646957003397, 36410: 0.9834262628893863, 17158: 0.9832499075877509, 72973: 0.9831728679614621, 8794: 0.983166217106055, 6609: 0.9831277046804415, '232029': 0.9831208845796143, 30841: 0.983083169773827, 7760: 0.983077747988976, 3321: 0.9830741560679533}"
31,31,232103,"{474: 0.9593901454474769, 251: 0.9579230844840334, 270: 0.9575145725925024, 113: 0.9558651138072455, 31105: 0.9555444058600184, 5467: 0.9554894246852331, '231951': 0.9546691134889637, 41948: 0.9541975040606717, 4348: 0.954179535845428, 84457: 0.9537269733285997, 84816: 0.9532775753872608, 73394: 0.9529926663134877, 863: 0.9529600953070843, 41174: 0.9528195272344445, 238: 0.9525573290994088}"
32,32,232181,"{41125: 0.9602890667237126, 1978: 0.9597356139335897, 36936: 0.9585553009864823, 73394: 0.9584476993401606, 4685: 0.9577405822196007, 80951: 0.9574134352982407, '199973': 0.9572382297281304, 38164: 0.9572073831728153, 9371: 0.957045059991707, 5352: 0.9567575422494843, 41877: 0.9565127684292268, 297: 0.9564007717714404, 1228: 0.9563958216436586, 14933: 0.9563211507070478, 11141: 0.9562628579573236}"
33,33,232183,"{73394: 0.9641468975131493, 393: 0.9586067976014307, 5: 0.9584292898144222, 220: 0.9584256531868854, 88: 0.9583453089642233, '231951': 0.9579182376957224, 1570: 0.9569581559688305, 1592: 0.9569319181706275, 561: 0.9564322230450439, 36257: 0.9563644149987544, 73835: 0.9562807999526843, 47015: 0.9559678336211058, 147: 0.955909589054695, 1601: 0.9556602856603713, 37811: 0.955636980342472}"
34,34,232199,"{47915: 0.9546722447203856, 5: 0.9533479555807065, 101: 0.9532145209382168, 73394: 0.9520377595123166, 11450: 0.9508721428282262, 2414: 0.9494982264602716, 561: 0.9493899837716302, 1592: 0.9484464483519293, 1369: 0.9479038773894323, 37551: 0.9478807849959648, 1570: 0.9475070168211712, 59785: 0.9474251012216456, '232183': 0.947304288712879, 1946: 0.9471988897771091, 73835: 0.9471393633398894}"
35,35,232322,"{15727: 0.9428134106023047, 36604: 0.9426922197743159, 9071: 0.9408270277971174, 38089: 0.9390057418528495, 32451: 0.9388463496161148, 14933: 0.9378257187523896, 9701: 0.9376966509766698, 5629: 0.9372695172504202, 15579: 0.9367913608866254, '230037': 0.9364060436410601, 1: 0.9358660407144553, 81897: 0.9356502684553178, 44195: 0.9355131565958726, 70232: 0.9352773119625001, 12079: 0.9350436839866056}"
36,36,232327,"{561: 0.9628845028705492, 32447: 0.9538608350643958, 357: 0.952647928956849, 242: 0.9514541412646691, 18824: 0.9499496048824723, 250: 0.9490275341439152, 29915: 0.9488700998184654, 90: 0.9485740161349405, 73394: 0.9482805714708755, 37551: 0.948202655219121, '232183': 0.9480166614831689, 101: 0.9476274897326049, 47915: 0.9475491835863622, 887: 0.9473108038239607, 2931: 0.947243172598902}"
37,37,232426,"{474: 0.9632156324147507, 220: 0.9586506400569288, 393: 0.9575104820477529, 15923: 0.9571103553220381, 1228: 0.9565971995592089, 17: 0.9562095673931086, 245: 0.9561859444692679, 111: 0.9560012621532445, 1592: 0.9558478043443879, 2053: 0.9555750609403677, '185509': 0.9555211065564843, 1627: 0.9555018036393768, 73394: 0.9550383410329453, 186: 0.9547125859645226, 1549: 0.9545708781013578}"
38,38,232448,"{'232103': 0.956230824022182, 103: 0.9548913961810892, 36: 0.9548644112747225, 41: 0.9538904439629957, 101: 0.9519099466421101, 1580: 0.9496894016765363, 1537: 0.9490773195293136, 1802: 0.9481921636864419, 1978: 0.9481006407061882, 111: 0.9476886680520055, 24478: 0.9471907443507954, 487: 0.9467884740350727, 561: 0.9463247325785537, 1570: 0.9454713377293209, 13985: 0.9450727847239586}"
39,39,232497,"{41508: 0.9582740221377282, 2021: 0.955424199299096, 81122: 0.954177174392464, 68783: 0.9540264038134203, '16552': 0.9538722436924182, 267: 0.9537187776880948, 23: 0.952841575966483, 41125: 0.9527523161167799, 36936: 0.9527421178479356, 37471: 0.9525823417673709, 238: 0.952403038334674, 934: 0.9518600165414447, 73394: 0.9517761606708806, 27375: 0.9516414186976342, 1088: 0.9514198496791766}"
40,40,232590,"{5: 0.9656708398476734, 32447: 0.9636526094645905, 40961: 0.9634510629756817, 487: 0.9634099355598863, 561: 0.9619090891501557, 1978: 0.9616402349026119, 41125: 0.9614334229289351, 73835: 0.9607740542758963, 73394: 0.9606708884826888, 1001: 0.9605398490718038, 51756: 0.9597133821129534, '232199': 0.9595008535142185, 101: 0.9594705268806385, 259: 0.9588569469814959, 1228: 0.9587576992524929}"
41,41,232834,"{5765: 0.9433958220923081, 83069: 0.9414285773292855, 863: 0.9407136397905962, 204: 0.9402289797429155, 21167: 0.9399290666250526, 238: 0.9376956879659589, '232183': 0.9376107811968142, 31776: 0.9374425617567426, 33082: 0.9373461437229944, 351: 0.9372397118535151, 14473: 0.9368855484595837, 3207: 0.9362423716124448, 46373: 0.9358287966584126, 84457: 0.9358205597339291, 47255: 0.9352044883679664}"
42,42,232847,"{5180: 0.9608236282539654, '232822': 0.9572272912134663, 267: 0.9569831191338218, 8094: 0.9564271343551989, 53123: 0.9562007327432892, 128: 0.9552539095143173, 183: 0.955140635757551, 38979: 0.9544810288520366, 290: 0.9541377489786517, 2219: 0.9528379239042633, 24441: 0.9526399881306893, 20441: 0.9524274988947414, 2215: 0.9522673121098064, 4454: 0.9522002499062362, 12578: 0.9520624564920271}"
43,43,232854,"{73394: 0.9652299914199991, 14846: 0.9617570005435132, 18808: 0.9613620643928363, 4738: 0.9602950113794159, 33: 0.9598382003259139, 67355: 0.9598268666142388, 1310: 0.9596999559881804, 1368: 0.9594188136992661, 15840: 0.9593772407640359, 64859: 0.9593109806904636, 66815: 0.9593092482791575, 37551: 0.9591659815873642, 252: 0.9591297727111706, '232834': 0.958863758590787, 1633: 0.958788464177987}"
44,44,232858,"{863: 0.9493989031776532, 1879: 0.9466415892776279, 1968: 0.9449539944186331, 1771: 0.9439301740381928, 83069: 0.943738890088584, 62489: 0.9436206168932387, 73394: 0.9432354710113541, 1946: 0.9424241959594674, 351: 0.9423314269694317, 2136: 0.941880152123767, 16083: 0.9418383747324535, 68431: 0.941733116797601, 1962: 0.9414474235316629, '232707': 0.9411583865838007, 41125: 0.9410449868333531}"
45,45,232991,"{16: 0.9312789886455948, 12752: 0.9298859841474306, '232822': 0.9295095440811382, 61504: 0.9279874629064432, 270: 0.9279739156128199, 24441: 0.9279598414214743, 38314: 0.9274838987544436, 78237: 0.9273931626851196, 2474: 0.9260148915070354, 82628: 0.9259584644807274, 16901: 0.9254529086314489, 863: 0.9251305202767113, 26777: 0.9248965964327966, 31808: 0.9247228269745779, 37905: 0.9247019756889446}"
46,46,233040,"{51729: 0.9763085087449203, 13281: 0.976187869200254, 48339: 0.9758201097441169, '213321': 0.975456270762489, 57872: 0.9752437023754673, 46829: 0.9750143700181527, 21824: 0.9744737347079314, 58804: 0.9744205704173432, 14257: 0.9743427622774118, 78769: 0.9740396166539672, 48852: 0.9739789293984962, 6364: 0.9739638676871097, 31278: 0.9739327269946488, 31537: 0.9738481912931158, 71254: 0.97374504056651}"
47,47,233073,"{71149: 0.9874119765164052, 83149: 0.9866763819546702, 62972: 0.986666720284745, 27872: 0.9866120302975405, 13097: 0.9865973335097866, 645: 0.9864791807809028, 39837: 0.9863829551003684, 26694: 0.9863229483405407, '232746': 0.9863015598943801, 62301: 0.9862734515193698, 42345: 0.9862703209567554, 60221: 0.9862636776983715, 62666: 0.986208852634116, 15377: 0.9860512099997513, 83024: 0.9859608674315291}"
48,48,233297,"{'232666': 0.9441046173666948, 16: 0.9370326525088217, 25765: 0.9363784795707676, 18778: 0.9352326488334092, 41508: 0.9349418520066803, 34148: 0.9339970468891423, 48455: 0.9331804678226062, 863: 0.9331238908419631, 15720: 0.9330220299055827, 22791: 0.9325500271785128, 26929: 0.9325015654159685, 12752: 0.9323912917686502, 74852: 0.9317482134543866, 65302: 0.9314028955419806, 16981: 0.931258627129646}"
49,49,233311,"{31537: 0.9807503128147685, 5765: 0.9797408593981278, 20805: 0.9783731909342334, 5855: 0.978028257565483, 59021: 0.9777670871222518, 59374: 0.9775513548517002, 37146: 0.9774002965594475, 45617: 0.9772162592433287, 61586: 0.9770073175700457, 51729: 0.976980811053821, 42394: 0.9769699895273058, 59086: 0.9767285333073928, '233301': 0.976669716848427, 83616: 0.9764976678288233, 74916: 0.976433469477017}"
50,50,233345,"{73394: 0.9793523293086709, 14846: 0.9755589396373714, 13910: 0.9726327086131842, '232823': 0.972499611182177, 4927: 0.9723916747175432, 5257: 0.972303243069171, 73835: 0.9721893800456564, 11555: 0.9717867367271416, 19046: 0.9714356576217914, 37811: 0.9710485252653748, 87: 0.9709731886032148, 18808: 0.9708547759091188, 1532: 0.9708191956248854, 41125: 0.9707809810180607, 37551: 0.9707429268108435}"
51,51,233353,"{'233073': 0.9725245144535222, 30950: 0.9710769387597561, 1762: 0.9686008321114654, 1839: 0.9684747856999829, 934: 0.9672667598245184, 47926: 0.9672462369441506, 111: 0.9666518249526703, 220: 0.9662551834113589, 1580: 0.9660618556967635, 37811: 0.9659953533849632, 73835: 0.9658772911008571, 206: 0.9658059879008036, 1584: 0.9657138954463907, 1991: 0.965508182303423, 343: 0.9652816468946323}"
52,52,233443,"{2196: 0.9688836790211887, 37551: 0.9679949077808225, 1545: 0.9669845095819561, 65777: 0.9668782840727286, 30280: 0.9666675931706471, 1228: 0.9665380263841141, 42365: 0.9663125914064459, '232832': 0.9661126859855886, 111: 0.9660481670917531, 73835: 0.9655712507861015, 63722: 0.9655553562435071, 46565: 0.9654259043137896, 29915: 0.9652371845040266, 1001: 0.9651929302815743, 267: 0.9650348399436626}"
53,53,233444,"{267: 0.9481293033295873, 81122: 0.9472330894740519, 445: 0.946446358882947, 256: 0.9444356249823962, 1088: 0.9444084865245597, 934: 0.944343551377186, 33820: 0.9440019921711273, 34200: 0.9439603411962216, 863: 0.9438691617956675, 71: 0.9437881897387895, 18096: 0.9437846361886635, 41508: 0.943705286928501, 1570: 0.9436485753492277, 5: 0.94350649462079, '232840': 0.9429392895051105}"
54,54,233447,"{31105: 0.97414676358235, 238: 0.9737857575590252, 5855: 0.9714700402392058, 33082: 0.9687568774167566, '216051': 0.9687177786250109, 61586: 0.9686684111557546, 51688: 0.9680607300465917, 37905: 0.9678395527834944, 65107: 0.9677722100792622, 201: 0.9676163293669101, 73835: 0.9676119993365935, 84457: 0.9674186426493487, 48339: 0.9673742448159556, 32063: 0.9672143103362988, 10560: 0.9671839310308555}"
55,55,233503,"{'194795': 0.9592917361223948, 218: 0.9572370213128737, 1580: 0.956914361040236, 5: 0.956868854524162, 1591: 0.9557420490034911, 1416: 0.9556943842991565, 1627: 0.9552445095361121, 88: 0.9545003059060464, 111: 0.9540656775841613, 220: 0.953852088754441, 1570: 0.9538068391155882, 357: 0.9537236661183245, 934: 0.9536940443868533, 783: 0.9535042993161799, 1228: 0.9534650665008753}"
56,56,233534,"{38282: 0.9480326012789558, 40144: 0.9450139436832508, 73394: 0.9447728420861092, 44055: 0.9447154878698854, 405: 0.9437710231863202, 29008: 0.9435585998927271, 16734: 0.9435330925447837, 18808: 0.9433857792717355, '212086': 0.9433211081638784, 46134: 0.9429732990550365, 23: 0.9422879191132029, 31808: 0.9421379589213037, 9406: 0.9416622449681973, 59022: 0.9414391671608073, 9447: 0.941378678541159}"
57,57,233598,"{'231500': 0.9656017639692192, 38310: 0.9653820125498459, 43237: 0.9649892595589908, 43250: 0.9649462418416825, 41132: 0.9634725835666932, 63095: 0.9634077533673798, 2403: 0.9633790318657791, 64534: 0.9630341636841705, 4738: 0.9628213268778976, 78996: 0.9626143604021221, 7064: 0.9625536405158686, 4456: 0.9625278761456211, 9284: 0.962433227320828, 38309: 0.9623759539348152, 54655: 0.9623539901913926}"
58,58,233675,"{23793: 0.9868539822783097, 14934: 0.9866944513822465, '220852': 0.9865050069116865, 67738: 0.9848458574951988, 22166: 0.9844928711042389, 57539: 0.9844336934123545, 69926: 0.9844114434228777, 23607: 0.9842824378926273, 9329: 0.984248291413809, 7399: 0.9841283193455301, 7410: 0.9841157519980447, 50060: 0.9841043589029135, 61055: 0.9840612037472963, 5220: 0.9839132655398563, 57699: 0.9838544395452627}"
59,59,233750,"{73394: 0.9787001195502911, 73835: 0.9756288960031639, 218: 0.9753566492389011, 1310: 0.9748529466458851, 30950: 0.9742331293654789, 9366: 0.9738193510415072, '233073': 0.9737623966068178, 38153: 0.9737032092726777, 9329: 0.9734117095943173, 33: 0.9734014760328503, 220: 0.9733926666442443, 87: 0.9733053847211758, 2365: 0.9732619699051003, 44258: 0.9732364405783174, 252: 0.9731409029118239}"
60,60,233759,"{28409: 0.9720812334721574, 41508: 0.9719949796679048, '160870': 0.9716651612777246, 13910: 0.9712926476600435, 51756: 0.9707826293737253, 18808: 0.9703073336865412, 79971: 0.9696815224022545, 81122: 0.9692560380785817, 73394: 0.9689893194736782, 18096: 0.9684731107817743, 36936: 0.9684253869556295, 41125: 0.9681767528531101, 69870: 0.9680606066500758, 42: 0.9680193657314319, 32447: 0.967842766521564}"
61,61,233841,"{1955: 0.9633867972751381, 23: 0.95582303898439, 1602: 0.95350386362981, 28551: 0.953299772363402, 111: 0.9512197765021265, 29: 0.9509816983475932, 1601: 0.9509325376955968, 73835: 0.9506803786282934, 537: 0.9498828075266192, 645: 0.9498546321874636, 73394: 0.9494618017595969, 26939: 0.9489906056291063, 186: 0.9489442171040228, '227665': 0.9488036003510338, 4219: 0.948647110798943}"
62,62,233951,"{19023: 0.9691552287817308, 17480: 0.9661852985268314, 22337: 0.9640889457540064, 36461: 0.9637675670673471, 9451: 0.9635415516283882, '209428': 0.9634469846171888, 41709: 0.9631785775471159, 1310: 0.9629148702230629, 21775: 0.9626265111441614, 17630: 0.9625870190624446, 43001: 0.962518338723437, 14846: 0.9624842604964203, 5257: 0.9622643141736114, 41687: 0.962209005680001, 18808: 0.9619665441567471}"
63,63,234006,"{36917: 0.9480518278245683, 81324: 0.9422860952250499, '233969': 0.9411866005572682, 48455: 0.9405000425550354, 78237: 0.939729981965867, 31808: 0.9395622876656027, 41508: 0.9388640025432191, 39325: 0.938483981446163, 28409: 0.9382103789359142, 74259: 0.9378592390303653, 28374: 0.9371230013167495, 40032: 0.9371164270456103, 38395: 0.9368439535310976, 7065: 0.9367981371966689, 49250: 0.9367953036898279}"
