,Unnamed: 0,original,duplicate
10,10,230334,"{230334: 196.20766655602313, 271029: 62.58636799253124, 274197: 59.82804429807527, 393743: 59.64522739835331, '219165': 58.01020267351449, 166304: 57.8198048198127, 205675: 57.28471602895215, 191413: 56.329310386213066, 166548: 55.45044640050657, 86741: 55.42135334523322, 219165: 54.67906995012848, 371524: 54.07699545396439, 337354: 53.3988359664171, 72343: 52.08849174627841, 309862: 51.75067216069089, 26470: 0.9623206426748441, 393: 0.9613288177846523, 20591: 0.9608055431644045, 2053: 0.960618297754309, 1570: 0.9600978238156894, 1228: 0.9597006176050561, 8: 0.9595421590998968, 32447: 0.9594060626036576, 600: 0.9590575397742719, 284: 0.9589862290378139, 147: 0.9584894562076681, 81122: 0.9582186895768413, 73394: 0.9580484988727103, 55: 0.9579086579793211, 47915: 0.9577516643804496}"
11,11,230423,"{230423: 171.4426191200834, 402476: 43.89023483670223, 213781: 43.10862463128883, 313679: 41.892858673959246, 119713: 41.13140427590401, 221076: 38.946485561061344, 193525: 38.021653814166555, 99522: 37.68487059867375, 218883: 37.46479845504701, 55890: 36.689921759609284, 210508: 36.30409159898012, 235216: 36.125565329874775, 217394: 35.92904743970354, 85602: 35.83058220823967, 79123: 35.70000191209226, 8: 0.9658644713286746, 267: 0.9658187052885583, 2004: 0.9635020813772461, 1570: 0.962587891791138, 128: 0.9620692679298511, 600: 0.9615022674555906, 934: 0.9614871777654415, 248: 0.961398196031565, 41125: 0.9598112362470527, '199499': 0.9597130742720608, 1592: 0.9591726273607634, 81122: 0.9590380459127121, 17516: 0.9582989463672207, 26470: 0.9580689423369826, 31278: 0.9580506131233835}"
12,12,230446,"{230446: 227.70367872727866, 113035: 57.359032478764824, 22678: 55.00723322409726, 225949: 53.82617945564549, 120885: 51.39443402433262, '225949': 50.157243013162656, 5266: 44.388581649920965, 88134: 42.92531822404902, 220691: 42.05400346223886, 70061: 41.53120138892345, 87223: 37.9000220157778, 220407: 37.7652229627902, 32051: 37.66359392333518, 79043: 37.424926043616644, 118481: 36.842121759643106, 1552: 0.9593288660030739, 966: 0.9565384774145352, 1228: 0.956455181537788, 34787: 0.9558306569100771, 47683: 0.9556500731626102, 11073: 0.955248663479501, 1549: 0.9552315183604457, 561: 0.9543005679039152, 357: 0.9540156837392462, 73835: 0.9538310726756372, 21251: 0.9536510621077583, 47915: 0.9535753424310197, 358: 0.953560112754358, 30488: 0.9534887897582612, 1879: 0.953459802364271}"
13,13,230854,"{230854: 199.24171177387646, 135638: 30.963392616054303, 10317: 29.579063497757993, 403052: 28.748116802368415, 11385: 27.295014531195715, 224428: 26.421704295333196, 400727: 26.2786143074238, 4605: 26.223526527336436, 6782: 25.39304428105042, 73685: 25.302855690016596, 23083: 25.251457061942407, 270676: 24.388520523463562, 55825: 24.299535311145156, 87265: 24.28716363379652, 384887: 23.970901695351316, 5793: 0.9717980518107964, 22748: 0.9701030007985298, 52781: 0.9693705430390446, 22747: 0.9688033995616065, 27226: 0.9681364310399321, 9027: 0.9678017923519878, 10007: 0.9671684084088111, 4482: 0.9671455333929925, 3327: 0.9670179240249885, '191415': 0.9668552433069407, 18841: 0.9667609609050034, 35667: 0.9666987615864127, 17396: 0.9665814081927429, 74525: 0.9664462404210042, 537: 0.9663816353224653}"
14,14,230865,"{230865: 123.47702078703448, '223064': 33.42040445449716, 104493: 32.46511593964738, 127437: 32.1975430320933, 219039: 31.960880986337173, 4922: 31.067179699529824, 160767: 30.59738885414567, 167352: 30.391108415524634, 117800: 30.23548686557437, 341241: 29.362092471420823, 202832: 29.135279742200467, 25267: 29.132337700956263, 107893: 28.14290290907245, 113819: 27.770007981279008, 28202: 27.490545260324524, 9371: 0.9683647014460552, 30478: 0.9674174136883423, 21883: 0.9667066312243026, 44195: 0.9660134636687697, 5352: 0.965791043155964, 61586: 0.9651248987921043, 7340: 0.9643303768281298, 51567: 0.9641893267303752, 81122: 0.9637032768576841, 58070: 0.9635513647587779, 51724: 0.963538826559691, 1612: 0.9633895822599093, 74259: 0.9631348450459215, 238: 0.9630885141678777, 34151: 0.962952565480991}"
15,15,230888,"{230888: 203.90835438143284, 320566: 46.70397518974177, 320567: 45.13732588857776, 320568: 44.63820765475559, 208022: 41.14830838239985, 32928: 40.66192817965712, 110083: 39.67119217045888, 262689: 38.40962976529591, 241798: 38.33990870673965, 226867: 37.81163269277291, 168295: 37.50640795201937, 83267: 36.145348649179915, 22069: 36.11925124732275, 35376: 36.07001692891395, 248316: 35.94763259989428, 81419: 0.9613805988619012, 83299: 0.9566627612223287, 69871: 0.9563502213762909, 79971: 0.9553080003417072, 147: 0.9548504450369051, 205: 0.9540660791789198, 84764: 0.953970411118823, 28552: 0.9532574061042797, 60543: 0.9521636753809748, 14657: 0.9517676265768358, 47915: 0.9516030681857428, 78237: 0.9514072814775542, 32447: 0.9512983090356654, 19743: 0.9507573341607911, '150591': 0.9503518710704223}"
16,16,230940,"{230940: 61.35450810866307, 75812: 34.03117675128199, 103890: 29.06731896114237, 100663: 21.841763807176616, 256261: 20.913340197361503, 83408: 20.139484028846038, 83429: 20.139484028846038, 35340: 19.559090189970327, 305230: 19.29423288905742, 75813: 19.203627574900292, 256427: 18.911635876912726, 152105: 18.72239563605172, 108870: 18.4126862902303, 132227: 18.20429961032557, 4975: 17.993395761898828, 73835: 0.9871898208645792, 74186: 0.9840064859096812, 2126: 0.9832815749302757, 645: 0.9832687689898028, 9329: 0.9832037162382494, 68698: 0.9829619530253435, 84112: 0.9829408503663701, 44258: 0.9829018274073291, 32995: 0.9828993402778534, 64519: 0.9826647492481297, 267: 0.9826173207876461, '230470': 0.9825014378133822, 1761: 0.9824939085791672, 84764: 0.9823956194164627, 45736: 0.982304978392238}"
17,17,231132,"{231132: 85.68348745990023, 310529: 24.23456039518107, 140250: 22.456781643269778, 71303: 22.305332569859587, 163132: 21.608174522074762, 106161: 20.843904877640053, 162671: 20.491425249315597, 200435: 20.30530650069018, 165036: 20.279090427008583, 165038: 20.279090427008583, 192476: 20.141667866879885, 17561: 19.999524092962133, 229523: 19.86014325447448, 159672: 19.85603382338474, 186894: 19.72127328933021, 38736: 0.9839682544767854, 3392: 0.9839304739654003, 30950: 0.9823694788942179, 9366: 0.9822382807491336, 73835: 0.982191731637724, 51622: 0.9821101014031622, 87: 0.9819876771166152, 645: 0.9815491294961336, 58895: 0.9814230825050239, 9568: 0.9812440363253627, 9329: 0.981018731570163, '200364': 0.9810161288961041, 73933: 0.9808294296649633, 62666: 0.9806955001380998, 258: 0.9806548700224673}"
18,18,231137,"{231137: 141.3787319733057, 70886: 48.12567701524581, 110089: 39.97131088257272, 60717: 38.84363180624113, 117151: 38.79778737162574, 41085: 33.964103399361946, 17371: 30.303730362650057, 231307: 28.37767187451246, 56907: 27.81360420282642, 57509: 27.786356527305625, 44588: 27.77602388514251, 73373: 27.419853648854925, 232749: 27.09620692824566, 65612: 27.069804629625875, 52668: 26.80824374118571, 3571: 0.9700678299734727, '60717': 0.96830192506495, 17998: 0.9673672738501827, 55118: 0.9672004649952548, 6192: 0.9671505667329505, 70253: 0.9670496343150962, 48646: 0.9667204181297034, 14657: 0.9663577257504332, 39334: 0.9663576918192226, 37072: 0.9663505493845156, 11479: 0.9663137744354049, 54977: 0.9662805648570623, 13771: 0.9656892812324945, 56210: 0.9652491728146022, 58895: 0.9652125796546454}"
19,19,231160,"{231160: 302.7704974004444, 182399: 210.2378841444376, 217761: 192.89745446249145, 185321: 189.7791950254548, 256421: 158.81827726529588, 214123: 154.45962848083872, 50185: 150.33282197226234, 215632: 149.67310228667685, 53185: 144.68720518298434, 231175: 137.4933628346363, 216752: 137.02017979000811, 251996: 135.3273641398521, 303487: 132.0166628302445, 196049: 127.38061927651803, 166081: 126.87466683708925, 2400: 0.9332282803671773, 15: 0.9308968211249057, 1631: 0.9242940114395413, 10444: 0.9239687179913781, 23: 0.921890927393147, 16: 0.9215591253042219, 71: 0.9214574597294831, 86: 0.9209299626448024, 14: 0.9205818493256499, 32974: 0.920532881691146, 15731: 0.9204734047648134, 19601: 0.9195244272348952, 16063: 0.9193087606075949, 78237: 0.9189001062948562, '181215': 0.9187320149403273}"
20,20,231215,"{231215: 133.33560050760224, 224360: 41.439841534312826, 266292: 32.11020206214836, 233467: 31.200771842221794, 376228: 30.062947132398023, 391379: 28.878404335860864, 220293: 27.274359816792117, 315202: 26.727135814325482, 270508: 26.547806302925785, 376813: 26.38619203613473, 374436: 25.57013294920342, 321673: 24.591189101951922, 239272: 24.411329066633726, '224360': 24.365802382360485, 398440: 23.95597876807761, 73835: 0.9763751901001819, 267: 0.9748282017635865, 1592: 0.9740142127579138, 31105: 0.9738381249754777, 220: 0.9737374711767098, 64859: 0.9735892687936717, 238: 0.9733096286612082, 30950: 0.9728055135888277, 68698: 0.9727858314201246, 38736: 0.9723916546354832, 29915: 0.9722900110879901, 7399: 0.9721739586766518, 44258: 0.9721034097921231, 111: 0.9717057154300857, 9366: 0.9716748671311742}"
21,21,231236,"{231236: 168.72080334510792, 192481: 36.443383611067844, 59311: 32.13712390114662, 54753: 31.360488406624516, 334739: 30.99853512084813, 361410: 30.767056762814285, 167296: 30.174341131910495, 51420: 29.81779361605685, 76760: 29.01198107652401, 41168: 28.81165287634311, 21347: 28.558585649949006, 366657: 28.529449946530427, '71625': 28.465738126935108, 59955: 28.02278922542673, 30599: 27.909841791623453, 5317: 0.9689731760863897, 9130: 0.9675481513598075, 218: 0.9673337381267871, 53211: 0.9631638381627136, 15660: 0.9630797602489323, 270: 0.9630605122290037, 183: 0.9627626091962496, 621: 0.9625828665146083, 5581: 0.9621187734696425, 9322: 0.961934745332312, 2365: 0.961623897252445, 5257: 0.9614664068900612, 15165: 0.961170606155288, 16401: 0.9608409391476378, 127: 0.9606558405184742}"
22,22,231254,"{231254: 104.5881586680539, '228971': 28.942685091292347, 37561: 28.852708043388112, 267038: 28.002058452368402, 184881: 27.888039182395932, 57646: 27.448855315804302, 68434: 27.15756527942434, 254442: 27.07957657938278, 346666: 26.98172981922223, 35483: 26.77971025458185, 120798: 26.090299602100647, 192463: 25.857766975474895, 55400: 25.627818145122454, 230027: 25.521511777237656, 56361: 25.481504797765325, 4039: 0.9752628405062146, 49665: 0.9740201646037588, 48649: 0.9731223527230628, 36260: 0.9729922324920557, 23727: 0.9727770451181951, 4560: 0.9722091362296225, 48429: 0.972140596651854, 24441: 0.972026837836612, 3701: 0.971811081795458, 12190: 0.971791411089929, 26928: 0.9716587869282913, 27367: 0.9714179580869503, 74864: 0.971231227245748, 5352: 0.9710032596604731, 17632: 0.9709315730952375}"
23,23,231264,"{231264: 181.01160540266085, 103056: 44.10113441421473, 91510: 40.43035981355486, 210568: 39.84480531505571, 30753: 39.51264025086389, 173994: 39.16912628095431, 25795: 38.81757049689517, 111519: 38.53388152146785, 378300: 37.320001632085805, 226177: 36.628535027333534, 38159: 36.44397890094474, 87728: 35.46793752378601, 64768: 35.45233127287046, 223330: 35.13606380572214, 229896: 34.9862171903591, 1627: 0.9588101744080646, 1541: 0.9537567901626073, 5: 0.9504868993793479, 49648: 0.9492504234905638, 2557: 0.9487463149912948, 1545: 0.9486337271821506, 1550: 0.948204514333367, 14846: 0.9474934773593243, 2403: 0.9473780093602159, 14701: 0.9468931358241687, '199973': 0.9466944743136713, 49665: 0.94661914628197, 5320: 0.9464912614398914, 16734: 0.9464086431183709, 38: 0.9460456158720064}"
24,24,231600,"{231600: 224.19178003980835, 23216: 94.63271810947985, 18830: 46.83171263275159, 206394: 45.34327392911215, 233345: 42.47539952008581, 10988: 42.020144594442606, 284165: 41.61051561233498, 27461: 41.58331289225525, 27460: 40.887479469114304, 228973: 40.545756856822855, 364569: 40.10592005587305, 225053: 39.083952422420225, 228120: 39.01216171277537, 226809: 38.8669532816679, 233703: 38.75379392368626, 11555: 0.9469594562784575, 116: 0.9467457163294128, 49648: 0.9463063634638901, 2403: 0.9437078635244104, 30979: 0.9433995622714155, 51826: 0.9422980865754211, 40975: 0.9422447795367905, 41924: 0.9415819973465493, 11561: 0.9409349278652211, 2557: 0.9396723790215908, 14846: 0.9391632004160058, '102766': 0.9391427566828203, 14023: 0.9390393398571661, 36870: 0.9390093924194006, 73394: 0.9389735035626867}"
25,25,231638,"{231638: 158.53937170716551, 218574: 40.81176737403683, 261865: 36.069531135419304, 36716: 34.34542253973102, 247294: 33.97429761490988, 42835: 33.517702463900356, 195595: 33.42205823401762, 303691: 33.21597886601885, 149647: 31.313404967754984, 149656: 31.313404967754984, 185500: 30.180266076037334, 92802: 30.109994254965002, '157506': 29.876273693562993, 38097: 29.38099770349519, 23655: 28.63169556160303, 6218: 0.969512044437345, 6144: 0.9668120866671527, 12155: 0.9665777624634783, 54655: 0.9664704110821961, 37077: 0.9661180530386418, 9976: 0.9657276650670903, 6115: 0.9655593929016001, 43679: 0.9652801723344774, 18976: 0.9652588237433811, 41948: 0.9652397939852977, 18808: 0.9652366987856238, 71942: 0.9649669550220068, 5320: 0.9649020542010114, 71448: 0.9645682357245693, 33325: 0.9640862575225996}"
26,26,231682,"{231682: 161.19684080932927, 176993: 37.82920707430728, '226989': 36.1740136920241, 67089: 35.994419247853415, 226104: 35.97526087167494, 33600: 35.372341741080504, 284688: 35.256349265560715, 244734: 34.25940883678401, 224349: 34.1956225839748, 291323: 34.02374633387647, 293540: 33.993697783569544, 20210: 33.921785922405306, 226830: 33.699492030370884, 217909: 32.77527332797882, 225190: 32.35081890191967, 7204: 0.9623136713806059, 15840: 0.9582192882476901, 23377: 0.9557378318080179, 26128: 0.9554167660530622, 4454: 0.9551165014307128, 40948: 0.9548857241448767, 53002: 0.9544542337113854, 238: 0.9541546091741004, 65288: 0.9536998889409702, 16981: 0.9535730614863036, 25271: 0.9534165907828666, 56868: 0.9533889762448653, 29307: 0.9533484433342527, 9976: 0.9533036454017495, 10351: 0.9532710892411085}"
27,27,231794,"{231794: 325.7132475780706, 234613: 223.41065693599379, 184475: 148.22898946350034, 203461: 129.25160181725704, 258316: 122.42220757693798, 250804: 105.26158067286498, 230048: 94.25313404183703, 198319: 93.68221312147126, 179049: 89.07030780740695, 217237: 86.60443888587204, 229748: 74.47085283755484, 177113: 71.76952911639968, 400975: 70.96433775130265, 175266: 69.08427847311972, 302069: 68.5122692458525, 61620: 0.9613535462221553, 5175: 0.9601779094484162, 66532: 0.959712227014734, 20591: 0.9590415406517157, 39299: 0.9590045078878648, '184475': 0.9585262181847629, 9177: 0.9584808627657688, 26470: 0.9584495434836862, 16413: 0.9584014789809238, 74525: 0.9580695281995375, 12610: 0.95748840958798, 7153: 0.95732271752211, 40779: 0.9573175846879043, 29011: 0.957042059752934, 46910: 0.9570014629535403}"
28,28,231886,"{231886: 260.21296721771864, 230449: 121.89360614862842, '230449': 103.50807953536602, 246609: 81.66203258298671, 95020: 74.43918278955849, 123292: 73.46618669842593, 179095: 70.54946298257559, 140869: 69.3641011893468, 123300: 69.05191980248017, 226547: 67.82795427848887, 131898: 67.25021140765682, 107709: 66.58343480702953, 94029: 65.9944980904381, 228888: 64.9934263794742, 230378: 64.99121154470267, 270: 0.9598524222644981, 33325: 0.9525211733777762, 238: 0.9503245464119121, 15165: 0.9498758352461746, 8691: 0.948975958916049, 59854: 0.9478378882233912, 27478: 0.9470511837342739, 5855: 0.9464680707664052, 16981: 0.9460172344054978, 113: 0.9451435280138796, 4952: 0.9448071536747169, 31105: 0.9445454415115525, 5054: 0.9445372354141484, 55476: 0.9442225480839099, 204: 0.9440446203782871}"
29,29,232029,"{232029: 154.1036824635473, 232474: 47.438301772671394, 257846: 37.25896423489966, 277343: 36.62778015805634, 232080: 31.740846751615813, 261801: 28.29596112221304, 232076: 26.9908945821803, 231788: 26.201083363447765, 249448: 24.71207603756089, 277828: 23.667863738528915, 158916: 23.23068943632438, 326029: 22.100840541887173, 102772: 21.93406119613899, 248210: 21.917054884401356, 231802: 21.419312779143286, 36752: 0.9749320939644318, 25764: 0.973877994643907, 80307: 0.9725271035362784, 5855: 0.9718409375719499, 22285: 0.9717312924852556, 28409: 0.9713668619030636, 600: 0.9712260798430404, 30998: 0.9710420444423615, 69876: 0.9706648570503552, 10667: 0.97057963557171, 82118: 0.9704563809008355, 18859: 0.9702324714050936, '231352': 0.9701265122786373, 27054: 0.9700771526186067, 15079: 0.9699203906415925}"
30,30,232080,"{232080: 93.5820723994619, 232029: 26.5462159268653, 75796: 21.37782014858385, 251021: 20.91883493404353, 36991: 20.149964508139117, 233448: 19.921181269627667, 107381: 18.72264830817656, 112403: 18.606687565331775, 232025: 18.499605488110937, 232026: 18.20329954266974, 211209: 17.932322973744462, 242251: 17.80747720845564, 34036: 17.804216482816372, 175622: 17.65865974894339, 118577: 17.449986829374193, 66717: 0.9851045625835197, 55209: 0.984034783668433, 18859: 0.9839930997613077, 24572: 0.9838243452733284, '232029': 0.983649960502543, 23997: 0.9834646957003397, 36410: 0.9834262628893863, 17158: 0.9832499075877509, 72973: 0.9831728679614621, 8794: 0.983166217106055, 6609: 0.9831277046804415, 23186: 0.9831208845796143, 30841: 0.983083169773827, 7760: 0.983077747988976, 3321: 0.9830741560679533}"
31,31,232103,"{232103: 203.0993816130394, 232834: 116.28514170489, 232327: 94.37554940194379, 231669: 89.33368936106824, 144752: 88.82387850711314, 232854: 88.45534487847578, 231951: 87.6648884505462, 233709: 86.85521486139297, 144749: 83.3715288660991, 232092: 82.96256031642439, 232617: 82.58010227121923, 232704: 81.64336995537252, 234265: 81.17817028809948, 236256: 80.73818464816803, 232707: 80.1042950316715, 474: 0.9593901454474769, 251: 0.9579230844840334, 270: 0.9575145725925024, 113: 0.9558651138072455, '231951': 0.9555444058600184, 5467: 0.9554894246852331, 2053: 0.9546691134889637, 41948: 0.9541975040606717, 4348: 0.954179535845428, 84457: 0.9537269733285997, 84816: 0.9532775753872608, 73394: 0.9529926663134877, 863: 0.9529600953070843, 41174: 0.9528195272344445, 238: 0.9525573290994088}"
32,32,232181,"{232181: 180.67558304977604, 127320: 63.923767932843035, 93030: 40.63038252568489, 96704: 40.12834708599677, 300669: 37.94673065102879, 223330: 37.569116402682624, 173994: 37.47341814189247, 103056: 37.04113250434996, 183730: 36.937681578705934, 197781: 35.833287798071964, 25795: 35.82003810921863, 248241: 35.586110399733926, 226177: 34.551880801961445, 285804: 33.989102019653814, 18337: 33.98426460349405, 41125: 0.9602890667237126, 1978: 0.9597356139335897, 36936: 0.9585553009864823, 73394: 0.9584476993401606, 4685: 0.9577405822196007, 80951: 0.9574134352982407, 41508: 0.9572382297281304, 38164: 0.9572073831728153, 9371: 0.957045059991707, 5352: 0.9567575422494843, 41877: 0.9565127684292268, '231264': 0.9564007717714404, 1228: 0.9563958216436586, 14933: 0.9563211507070478, 11141: 0.9562628579573236}"
33,33,232183,"{232183: 197.94802417256918, 232199: 114.87512478301187, 232448: 98.34757790753883, 232699: 96.41660677993012, 286333: 94.9595748132996, 232590: 93.63570391801859, 232840: 90.32484303155587, 231958: 90.24129480724613, 231669: 85.14715853282502, 232854: 85.1464826850781, 312343: 84.55607277454315, 233443: 83.4138815382157, 231951: 82.21581056370147, 234443: 80.4982904232919, 286332: 80.2339517189904, '232103': 0.9641468975131493, 393: 0.9586067976014307, 5: 0.9584292898144222, 220: 0.9584256531868854, 88: 0.9583453089642233, 83996: 0.9579182376957224, 1570: 0.9569581559688305, 1592: 0.9569319181706275, 561: 0.9564322230450439, 36257: 0.9563644149987544, 73835: 0.9562807999526843, 47015: 0.9559678336211058, 147: 0.955909589054695, 1601: 0.9556602856603713, 37811: 0.955636980342472}"
